protein	number_letter	length	group	letter
ENSP00000382657	19	226	Hs_ps1-2	H
ENSP00000382657	154	226	Hs_ps1-2	L
ENSP00000327732	19	206	Hs_ps20-21	E
ENSP00000327732	87	206	Hs_ps20-21	H
ENSP00000327732	100	206	Hs_ps20-21	L
None_protein1242697	21	140	Hs_igen	E
None_protein1242697	21	140	Hs_igen	H
None_protein1242697	98	140	Hs_igen	L
Raj_Hs_1964	16	147	Hs_ps31	E
Raj_Hs_1964	13	147	Hs_ps31	H
Raj_Hs_1964	118	147	Hs_ps31	L
vdp2013_S4_68	0	40	Hs_ps31	E
vdp2013_S4_68	33	40	Hs_ps31	H
vdp2013_S4_68	7	40	Hs_ps31	L
ENSP00000491070	27	118	Hs_ps20-21	E
ENSP00000491070	0	118	Hs_ps20-21	H
ENSP00000491070	91	118	Hs_ps20-21	L
ENSP00000470584	2	180	Hs_ps20-21	E
ENSP00000470584	0	180	Hs_ps20-21	H
ENSP00000470584	178	180	Hs_ps20-21	L
ENSP00000322545	14	600	Hs_ps1-2	E
ENSP00000322545	137	600	Hs_ps1-2	H
ENSP00000322545	449	600	Hs_ps1-2	L
Hs_rnd_gnm1_861128	10	81	Hs_rand	E
Hs_rnd_gnm1_861128	51	81	Hs_rand	H
Hs_rnd_gnm1_861128	20	81	Hs_rand	L
None_protein446124	11	59	Hs_igen	E
None_protein446124	28	59	Hs_igen	H
None_protein446124	20	59	Hs_igen	L
ENSP00000262995	48	724	Hs_ps1-2	E
ENSP00000262995	29	724	Hs_ps1-2	H
ENSP00000262995	647	724	Hs_ps1-2	L
Hs_JP201901_188	0	120	Hs_ps20-21	E
Hs_JP201901_188	9	120	Hs_ps20-21	H
Hs_JP201901_188	111	120	Hs_ps20-21	L
None_protein844766	15	117	Hs_igen	E
None_protein844766	29	117	Hs_igen	H
None_protein844766	73	117	Hs_igen	L
None_protein1032489	12	59	Hs_igen	E
None_protein1032489	19	59	Hs_igen	H
None_protein1032489	28	59	Hs_igen	L
ENSP00000361180	78	526	Hs_ps1-2	E
ENSP00000361180	96	526	Hs_ps1-2	H
ENSP00000361180	352	526	Hs_ps1-2	L
Hs_JP201901_186	37	119	Hs_ps1-2	E
Hs_JP201901_186	0	119	Hs_ps1-2	H
Hs_JP201901_186	82	119	Hs_ps1-2	L
ENSP00000463683	12	271	Hs_ps1-2	E
ENSP00000463683	113	271	Hs_ps1-2	H
ENSP00000463683	146	271	Hs_ps1-2	L
Hs_JP201901_185	23	173	Hs_ps31	E
Hs_JP201901_185	34	173	Hs_ps31	H
Hs_JP201901_185	116	173	Hs_ps31	L
None_protein1255530	14	53	Hs_igen	E
None_protein1255530	6	53	Hs_igen	H
None_protein1255530	33	53	Hs_igen	L
Hs_rnd_gnm3_504128	32	59	Hs_rand	E
Hs_rnd_gnm3_504128	0	59	Hs_rand	H
Hs_rnd_gnm3_504128	27	59	Hs_rand	L
Hs_rnd_gnm8_724129	11	62	Hs_rand	E
Hs_rnd_gnm8_724129	27	62	Hs_rand	H
Hs_rnd_gnm8_724129	24	62	Hs_rand	L
None_protein713390	8	64	Hs_igen	E
None_protein713390	31	64	Hs_igen	H
None_protein713390	25	64	Hs_igen	L
Hs_rnd_gnm3_390714	14	71	Hs_rand	E
Hs_rnd_gnm3_390714	28	71	Hs_rand	H
Hs_rnd_gnm3_390714	29	71	Hs_rand	L
Hs_rnd_gnm9_1295283	9	50	Hs_rand	E
Hs_rnd_gnm9_1295283	3	50	Hs_rand	H
Hs_rnd_gnm9_1295283	38	50	Hs_rand	L
Hs_rnd_gnm7_902539	9	43	Hs_rand	E
Hs_rnd_gnm7_902539	7	43	Hs_rand	H
Hs_rnd_gnm7_902539	27	43	Hs_rand	L
ENSP00000465688	73	250	Hs_ps13-17	E
ENSP00000465688	14	250	Hs_ps13-17	H
ENSP00000465688	163	250	Hs_ps13-17	L
None_protein568145	7	45	Hs_igen	E
None_protein568145	4	45	Hs_igen	H
None_protein568145	34	45	Hs_igen	L
ENSP00000447679	18	142	Hs_ps20-21	E
ENSP00000447679	11	142	Hs_ps20-21	H
ENSP00000447679	113	142	Hs_ps20-21	L
ENSP00000288466	34	861	Hs_ps1-2	E
ENSP00000288466	342	861	Hs_ps1-2	H
ENSP00000288466	485	861	Hs_ps1-2	L
ENSP00000264926	0	495	Hs_ps1-2	E
ENSP00000264926	131	495	Hs_ps1-2	H
ENSP00000264926	364	495	Hs_ps1-2	L
ENSP00000357731	0	312	Hs_ps31	E
ENSP00000357731	0	312	Hs_ps31	H
ENSP00000357731	312	312	Hs_ps31	L
ENSP00000483300	431	2383	Hs_ps1-2	E
ENSP00000483300	852	2383	Hs_ps1-2	H
ENSP00000483300	1100	2383	Hs_ps1-2	L
None_protein666706	0	91	Hs_igen	E
None_protein666706	29	91	Hs_igen	H
None_protein666706	62	91	Hs_igen	L
ENSP00000372347	109	1365	Hs_ps1-2	E
ENSP00000372347	41	1365	Hs_ps1-2	H
ENSP00000372347	1215	1365	Hs_ps1-2	L
Hs_rnd_gnm4_540104	31	98	Hs_rand	E
Hs_rnd_gnm4_540104	26	98	Hs_rand	H
Hs_rnd_gnm4_540104	41	98	Hs_rand	L
None_protein483852	10	42	Hs_igen	E
None_protein483852	12	42	Hs_igen	H
None_protein483852	20	42	Hs_igen	L
vdp2013_S4_130	12	49	Hs_ps31	E
vdp2013_S4_130	7	49	Hs_ps31	H
vdp2013_S4_130	30	49	Hs_ps31	L
vdp2013_S4_133	34	122	Hs_ps31	E
vdp2013_S4_133	57	122	Hs_ps31	H
vdp2013_S4_133	31	122	Hs_ps31	L
vdp2013_S4_134	16	40	Hs_ps31	E
vdp2013_S4_134	0	40	Hs_ps31	H
vdp2013_S4_134	24	40	Hs_ps31	L
ENSP00000310008	45	229	Hs_ps13-17	E
ENSP00000310008	84	229	Hs_ps13-17	H
ENSP00000310008	100	229	Hs_ps13-17	L
Hs_rnd_gnm4_478396	18	48	Hs_rand	E
Hs_rnd_gnm4_478396	12	48	Hs_rand	H
Hs_rnd_gnm4_478396	18	48	Hs_rand	L
Hs_rnd_gnm9_727645	27	50	Hs_rand	E
Hs_rnd_gnm9_727645	0	50	Hs_rand	H
Hs_rnd_gnm9_727645	23	50	Hs_rand	L
None_protein736883	4	48	Hs_igen	E
None_protein736883	24	48	Hs_igen	H
None_protein736883	20	48	Hs_igen	L
None_protein42485	7	57	Hs_igen	E
None_protein42485	18	57	Hs_igen	H
None_protein42485	32	57	Hs_igen	L
ENSP00000298925	72	838	Hs_ps1-2	E
ENSP00000298925	31	838	Hs_ps1-2	H
ENSP00000298925	735	838	Hs_ps1-2	L
None_protein191367	18	154	Hs_igen	E
None_protein191367	33	154	Hs_igen	H
None_protein191367	103	154	Hs_igen	L
None_protein1244030	4	50	Hs_igen	E
None_protein1244030	28	50	Hs_igen	H
None_protein1244030	18	50	Hs_igen	L
Raj_Hs_1785	0	47	Hs_ps31	E
Raj_Hs_1785	17	47	Hs_ps31	H
Raj_Hs_1785	30	47	Hs_ps31	L
ENSP00000256997	41	423	Hs_ps1-2	E
ENSP00000256997	182	423	Hs_ps1-2	H
ENSP00000256997	200	423	Hs_ps1-2	L
ENSP00000217026	9	700	Hs_ps1-2	E
ENSP00000217026	121	700	Hs_ps1-2	H
ENSP00000217026	570	700	Hs_ps1-2	L
ENSP00000245544	18	656	Hs_ps1-2	E
ENSP00000245544	433	656	Hs_ps1-2	H
ENSP00000245544	205	656	Hs_ps1-2	L
Hs_rnd_gnm4_28425	7	40	Hs_rand	E
Hs_rnd_gnm4_28425	20	40	Hs_rand	H
Hs_rnd_gnm4_28425	13	40	Hs_rand	L
None_protein1228594	13	42	Hs_igen	E
None_protein1228594	18	42	Hs_igen	H
None_protein1228594	11	42	Hs_igen	L
ENSP00000383216	0	245	Hs_ps20-21	E
ENSP00000383216	0	245	Hs_ps20-21	H
ENSP00000383216	245	245	Hs_ps20-21	L
Hs_rnd_gnm7_1242684	4	48	Hs_rand	E
Hs_rnd_gnm7_1242684	25	48	Hs_rand	H
Hs_rnd_gnm7_1242684	19	48	Hs_rand	L
ENSP00000321360	11	125	Hs_ps20-21	E
ENSP00000321360	41	125	Hs_ps20-21	H
ENSP00000321360	73	125	Hs_ps20-21	L
ENSP00000321812	37	518	Hs_ps1-2	E
ENSP00000321812	113	518	Hs_ps1-2	H
ENSP00000321812	368	518	Hs_ps1-2	L
ENSP00000171887	121	1735	Hs_ps1-2	E
ENSP00000171887	110	1735	Hs_ps1-2	H
ENSP00000171887	1504	1735	Hs_ps1-2	L
ENSP00000469945	93	189	Hs_ps1-2	E
ENSP00000469945	23	189	Hs_ps1-2	H
ENSP00000469945	73	189	Hs_ps1-2	L
None_protein470591	23	74	Hs_igen	E
None_protein470591	5	74	Hs_igen	H
None_protein470591	46	74	Hs_igen	L
ENSP00000277508	62	180	Hs_ps13-17	E
ENSP00000277508	31	180	Hs_ps13-17	H
ENSP00000277508	87	180	Hs_ps13-17	L
ENSP00000448476	40	221	Hs_ps1-2	E
ENSP00000448476	13	221	Hs_ps1-2	H
ENSP00000448476	168	221	Hs_ps1-2	L
Hs_rnd_gnm8_80829	0	41	Hs_rand	E
Hs_rnd_gnm8_80829	29	41	Hs_rand	H
Hs_rnd_gnm8_80829	12	41	Hs_rand	L
vdp2013_S4_1156	5	40	Hs_ps31	E
vdp2013_S4_1156	16	40	Hs_ps31	H
vdp2013_S4_1156	19	40	Hs_ps31	L
vdp2013_S4_1155	19	77	Hs_ps31	E
vdp2013_S4_1155	31	77	Hs_ps31	H
vdp2013_S4_1155	27	77	Hs_ps31	L
vdp2013_S4_1154	2	64	Hs_ps31	E
vdp2013_S4_1154	42	64	Hs_ps31	H
vdp2013_S4_1154	20	64	Hs_ps31	L
vdp2013_S4_1153	10	88	Hs_ps31	E
vdp2013_S4_1153	32	88	Hs_ps31	H
vdp2013_S4_1153	46	88	Hs_ps31	L
vdp2013_S4_1152	5	63	Hs_ps31	E
vdp2013_S4_1152	30	63	Hs_ps31	H
vdp2013_S4_1152	28	63	Hs_ps31	L
vdp2013_S4_1151	3	46	Hs_ps31	E
vdp2013_S4_1151	29	46	Hs_ps31	H
vdp2013_S4_1151	14	46	Hs_ps31	L
vdp2013_S4_1150	7	84	Hs_ps31	E
vdp2013_S4_1150	26	84	Hs_ps31	H
vdp2013_S4_1150	51	84	Hs_ps31	L
vdp2013_S4_1159	0	42	Hs_ps20-21	E
vdp2013_S4_1159	21	42	Hs_ps20-21	H
vdp2013_S4_1159	21	42	Hs_ps20-21	L
vdp2013_S4_1158	5	62	Hs_ps31	E
vdp2013_S4_1158	32	62	Hs_ps31	H
vdp2013_S4_1158	25	62	Hs_ps31	L
None_protein89453	13	82	Hs_igen	E
None_protein89453	6	82	Hs_igen	H
None_protein89453	63	82	Hs_igen	L
ENSP00000437476	0	205	Hs_ps1-2	E
ENSP00000437476	109	205	Hs_ps1-2	H
ENSP00000437476	96	205	Hs_ps1-2	L
Hs_rnd_gnm6_999305	30	84	Hs_rand	E
Hs_rnd_gnm6_999305	16	84	Hs_rand	H
Hs_rnd_gnm6_999305	38	84	Hs_rand	L
None_protein48739	5	56	Hs_igen	E
None_protein48739	28	56	Hs_igen	H
None_protein48739	23	56	Hs_igen	L
ENSP00000412566	21	240	Hs_ps1-2	E
ENSP00000412566	7	240	Hs_ps1-2	H
ENSP00000412566	212	240	Hs_ps1-2	L
ENSP00000426632	179	1419	Hs_ps1-2	E
ENSP00000426632	187	1419	Hs_ps1-2	H
ENSP00000426632	1053	1419	Hs_ps1-2	L
Hs_rnd_gnm3_1004671	18	56	Hs_rand	E
Hs_rnd_gnm3_1004671	18	56	Hs_rand	H
Hs_rnd_gnm3_1004671	20	56	Hs_rand	L
Hs_rnd_gnm10_332553	11	47	Hs_rand	E
Hs_rnd_gnm10_332553	19	47	Hs_rand	H
Hs_rnd_gnm10_332553	17	47	Hs_rand	L
ENSP00000327168	0	274	Hs_ps13-17	E
ENSP00000327168	30	274	Hs_ps13-17	H
ENSP00000327168	244	274	Hs_ps13-17	L
ENSP00000042931	24	509	Hs_ps1-2	E
ENSP00000042931	213	509	Hs_ps1-2	H
ENSP00000042931	272	509	Hs_ps1-2	L
ENSP00000424708	16	68	Hs_ps20-21	E
ENSP00000424708	0	68	Hs_ps20-21	H
ENSP00000424708	52	68	Hs_ps20-21	L
ENSP00000365668	39	421	Hs_ps1-2	E
ENSP00000365668	47	421	Hs_ps1-2	H
ENSP00000365668	335	421	Hs_ps1-2	L
Hs_rnd_gnm1_366500	12	49	Hs_rand	E
Hs_rnd_gnm1_366500	10	49	Hs_rand	H
Hs_rnd_gnm1_366500	27	49	Hs_rand	L
ENSP00000330460	76	619	Hs_ps1-2	E
ENSP00000330460	197	619	Hs_ps1-2	H
ENSP00000330460	346	619	Hs_ps1-2	L
ENSP00000326330	285	1976	Hs_ps1-2	E
ENSP00000326330	0	1976	Hs_ps1-2	H
ENSP00000326330	1691	1976	Hs_ps1-2	L
Hs_rnd_gnm5_293221	4	63	Hs_rand	E
Hs_rnd_gnm5_293221	44	63	Hs_rand	H
Hs_rnd_gnm5_293221	15	63	Hs_rand	L
ENSP00000385770	92	594	Hs_ps1-2	E
ENSP00000385770	80	594	Hs_ps1-2	H
ENSP00000385770	422	594	Hs_ps1-2	L
Hs_rnd_gnm8_711320	43	72	Hs_rand	E
Hs_rnd_gnm8_711320	0	72	Hs_rand	H
Hs_rnd_gnm8_711320	29	72	Hs_rand	L
ENSP00000296545	7	162	Hs_ps13-17	E
ENSP00000296545	89	162	Hs_ps13-17	H
ENSP00000296545	66	162	Hs_ps13-17	L
Hs_rnd_gnm8_1036874	29	79	Hs_rand	E
Hs_rnd_gnm8_1036874	0	79	Hs_rand	H
Hs_rnd_gnm8_1036874	50	79	Hs_rand	L
ENSP00000477935	61	111	Hs_ps13-17	E
ENSP00000477935	10	111	Hs_ps13-17	H
ENSP00000477935	40	111	Hs_ps13-17	L
None_protein1070536	19	98	Hs_igen	E
None_protein1070536	3	98	Hs_igen	H
None_protein1070536	76	98	Hs_igen	L
ENSP00000356746	62	742	Hs_ps1-2	E
ENSP00000356746	210	742	Hs_ps1-2	H
ENSP00000356746	470	742	Hs_ps1-2	L
Hs_rnd_gnm4_823219	40	121	Hs_rand	E
Hs_rnd_gnm4_823219	30	121	Hs_rand	H
Hs_rnd_gnm4_823219	51	121	Hs_rand	L
None_protein1021148	16	45	Hs_igen	E
None_protein1021148	15	45	Hs_igen	H
None_protein1021148	14	45	Hs_igen	L
None_protein1120339	13	69	Hs_igen	E
None_protein1120339	15	69	Hs_igen	H
None_protein1120339	41	69	Hs_igen	L
ENSP00000293525	9	486	Hs_ps1-2	E
ENSP00000293525	304	486	Hs_ps1-2	H
ENSP00000293525	173	486	Hs_ps1-2	L
ENSP00000356319	108	1648	Hs_ps1-2	E
ENSP00000356319	842	1648	Hs_ps1-2	H
ENSP00000356319	698	1648	Hs_ps1-2	L
None_protein429187	50	96	Hs_igen	E
None_protein429187	3	96	Hs_igen	H
None_protein429187	43	96	Hs_igen	L
Hs_rnd_gnm10_267475	3	42	Hs_rand	E
Hs_rnd_gnm10_267475	33	42	Hs_rand	H
Hs_rnd_gnm10_267475	6	42	Hs_rand	L
ENSP00000325038	16	936	Hs_ps1-2	E
ENSP00000325038	211	936	Hs_ps1-2	H
ENSP00000325038	709	936	Hs_ps1-2	L
Hs_rnd_gnm9_1038490	0	44	Hs_rand	E
Hs_rnd_gnm9_1038490	22	44	Hs_rand	H
Hs_rnd_gnm9_1038490	22	44	Hs_rand	L
Hs_rnd_gnm6_683450	17	51	Hs_rand	E
Hs_rnd_gnm6_683450	19	51	Hs_rand	H
Hs_rnd_gnm6_683450	15	51	Hs_rand	L
Hs_rnd_gnm8_124148	14	44	Hs_rand	E
Hs_rnd_gnm8_124148	13	44	Hs_rand	H
Hs_rnd_gnm8_124148	17	44	Hs_rand	L
ENSP00000399392	46	250	Hs_ps13-17	E
ENSP00000399392	93	250	Hs_ps13-17	H
ENSP00000399392	111	250	Hs_ps13-17	L
None_protein1189615	5	48	Hs_igen	E
None_protein1189615	36	48	Hs_igen	H
None_protein1189615	7	48	Hs_igen	L
ENSP00000284818	70	160	Hs_ps13-17	E
ENSP00000284818	17	160	Hs_ps13-17	H
ENSP00000284818	73	160	Hs_ps13-17	L
None_protein1224258	0	293	Hs_igen	E
None_protein1224258	0	293	Hs_igen	H
None_protein1224258	293	293	Hs_igen	L
None_protein1137111	10	88	Hs_igen	E
None_protein1137111	18	88	Hs_igen	H
None_protein1137111	60	88	Hs_igen	L
ENSP00000284811	13	112	Hs_ps1-2	E
ENSP00000284811	43	112	Hs_ps1-2	H
ENSP00000284811	56	112	Hs_ps1-2	L
Raj_Hs_3203	0	83	Hs_ps31	E
Raj_Hs_3203	28	83	Hs_ps31	H
Raj_Hs_3203	55	83	Hs_ps31	L
ENSP00000353491	17	562	Hs_ps1-2	E
ENSP00000353491	121	562	Hs_ps1-2	H
ENSP00000353491	424	562	Hs_ps1-2	L
ENSP00000393631	3	153	Hs_ps20-21	E
ENSP00000393631	26	153	Hs_ps20-21	H
ENSP00000393631	124	153	Hs_ps20-21	L
Hs_JP201901_29	2	102	Hs_ps31	E
Hs_JP201901_29	17	102	Hs_ps31	H
Hs_JP201901_29	83	102	Hs_ps31	L
Hs_JP201901_24	20	77	Hs_ps31	E
Hs_JP201901_24	20	77	Hs_ps31	H
Hs_JP201901_24	37	77	Hs_ps31	L
Hs_JP201901_25	16	55	Hs_ps31	E
Hs_JP201901_25	16	55	Hs_ps31	H
Hs_JP201901_25	23	55	Hs_ps31	L
Hs_JP201901_20	0	159	Hs_ps31	E
Hs_JP201901_20	0	159	Hs_ps31	H
Hs_JP201901_20	159	159	Hs_ps31	L
Hs_JP201901_21	1	57	Hs_ps31	E
Hs_JP201901_21	17	57	Hs_ps31	H
Hs_JP201901_21	39	57	Hs_ps31	L
ENSP00000397133	60	489	Hs_ps1-2	E
ENSP00000397133	113	489	Hs_ps1-2	H
ENSP00000397133	316	489	Hs_ps1-2	L
vdp2013_S4_1006	16	52	Hs_ps31	E
vdp2013_S4_1006	0	52	Hs_ps31	H
vdp2013_S4_1006	36	52	Hs_ps31	L
ENSP00000428612	51	438	Hs_ps1-2	E
ENSP00000428612	271	438	Hs_ps1-2	H
ENSP00000428612	116	438	Hs_ps1-2	L
ENSP00000319126	30	113	Hs_ps20-21	E
ENSP00000319126	14	113	Hs_ps20-21	H
ENSP00000319126	69	113	Hs_ps20-21	L
ENSP00000370194	53	372	Hs_ps1-2	E
ENSP00000370194	147	372	Hs_ps1-2	H
ENSP00000370194	172	372	Hs_ps1-2	L
Hs_rnd_gnm5_770324	6	47	Hs_rand	E
Hs_rnd_gnm5_770324	27	47	Hs_rand	H
Hs_rnd_gnm5_770324	14	47	Hs_rand	L
ENSP00000262432	52	378	Hs_ps1-2	E
ENSP00000262432	132	378	Hs_ps1-2	H
ENSP00000262432	194	378	Hs_ps1-2	L
None_protein436943	26	160	Hs_igen	E
None_protein436943	40	160	Hs_igen	H
None_protein436943	94	160	Hs_igen	L
ENSP00000237201	101	294	Hs_ps13-17	E
ENSP00000237201	46	294	Hs_ps13-17	H
ENSP00000237201	147	294	Hs_ps13-17	L
Hs_rnd_gnm7_880371	33	156	Hs_rand	E
Hs_rnd_gnm7_880371	47	156	Hs_rand	H
Hs_rnd_gnm7_880371	76	156	Hs_rand	L
ENSP00000308318	82	285	Hs_ps1-2	E
ENSP00000308318	7	285	Hs_ps1-2	H
ENSP00000308318	196	285	Hs_ps1-2	L
Hs_rnd_gnm2_87513	13	45	Hs_rand	E
Hs_rnd_gnm2_87513	0	45	Hs_rand	H
Hs_rnd_gnm2_87513	32	45	Hs_rand	L
Hs_rnd_gnm1_453278	21	76	Hs_rand	E
Hs_rnd_gnm1_453278	21	76	Hs_rand	H
Hs_rnd_gnm1_453278	34	76	Hs_rand	L
None_protein1051509	37	62	Hs_igen	E
None_protein1051509	0	62	Hs_igen	H
None_protein1051509	25	62	Hs_igen	L
Hs_rnd_gnm7_135144	9	82	Hs_rand	E
Hs_rnd_gnm7_135144	39	82	Hs_rand	H
Hs_rnd_gnm7_135144	34	82	Hs_rand	L
ENSP00000375613	115	449	Hs_ps13-17	E
ENSP00000375613	25	449	Hs_ps13-17	H
ENSP00000375613	309	449	Hs_ps13-17	L
None_protein725813	27	53	Hs_igen	E
None_protein725813	10	53	Hs_igen	H
None_protein725813	16	53	Hs_igen	L
ENSP00000440509	62	161	Hs_ps13-17	E
ENSP00000440509	3	161	Hs_ps13-17	H
ENSP00000440509	96	161	Hs_ps13-17	L
ENSP00000364219	19	78	Hs_ps13-17	E
ENSP00000364219	7	78	Hs_ps13-17	H
ENSP00000364219	52	78	Hs_ps13-17	L
ENSP00000371054	0	213	Hs_ps13-17	E
ENSP00000371054	88	213	Hs_ps13-17	H
ENSP00000371054	125	213	Hs_ps13-17	L
None_protein1103567	2	81	Hs_igen	E
None_protein1103567	37	81	Hs_igen	H
None_protein1103567	42	81	Hs_igen	L
ENSP00000252825	4	699	Hs_ps1-2	E
ENSP00000252825	29	699	Hs_ps1-2	H
ENSP00000252825	666	699	Hs_ps1-2	L
hsa_00181285_1	8	64	Hs_ps31	E
hsa_00181285_1	11	64	Hs_ps31	H
hsa_00181285_1	45	64	Hs_ps31	L
ENSP00000343290	8	320	Hs_ps1-2	E
ENSP00000343290	80	320	Hs_ps1-2	H
ENSP00000343290	232	320	Hs_ps1-2	L
None_protein817638	22	89	Hs_igen	E
None_protein817638	12	89	Hs_igen	H
None_protein817638	55	89	Hs_igen	L
Raj_Hs_1701	7	45	Hs_ps31	E
Raj_Hs_1701	0	45	Hs_ps31	H
Raj_Hs_1701	38	45	Hs_ps31	L
Hs_rnd_gnm3_228869	16	50	Hs_rand	E
Hs_rnd_gnm3_228869	18	50	Hs_rand	H
Hs_rnd_gnm3_228869	16	50	Hs_rand	L
Raj_Hs_1202	17	103	Hs_ps31	E
Raj_Hs_1202	10	103	Hs_ps31	H
Raj_Hs_1202	76	103	Hs_ps31	L
ENSP00000222388	95	634	Hs_ps1-2	E
ENSP00000222388	337	634	Hs_ps1-2	H
ENSP00000222388	202	634	Hs_ps1-2	L
ENSP00000334287	14	83	Hs_ps31	E
ENSP00000334287	0	83	Hs_ps31	H
ENSP00000334287	69	83	Hs_ps31	L
None_protein555906	14	62	Hs_igen	E
None_protein555906	17	62	Hs_igen	H
None_protein555906	31	62	Hs_igen	L
ENSP00000274532	75	378	Hs_ps13-17	E
ENSP00000274532	18	378	Hs_ps13-17	H
ENSP00000274532	285	378	Hs_ps13-17	L
ENSP00000265857	0	327	Hs_ps1-2	E
ENSP00000265857	224	327	Hs_ps1-2	H
ENSP00000265857	103	327	Hs_ps1-2	L
None_protein492721	0	44	Hs_igen	E
None_protein492721	35	44	Hs_igen	H
None_protein492721	9	44	Hs_igen	L
Hs_rnd_gnm9_621486	3	79	Hs_rand	E
Hs_rnd_gnm9_621486	21	79	Hs_rand	H
Hs_rnd_gnm9_621486	55	79	Hs_rand	L
None_protein274724	26	102	Hs_igen	E
None_protein274724	16	102	Hs_igen	H
None_protein274724	60	102	Hs_igen	L
Hs_rnd_gnm5_693702	42	92	Hs_rand	E
Hs_rnd_gnm5_693702	12	92	Hs_rand	H
Hs_rnd_gnm5_693702	38	92	Hs_rand	L
ENSP00000328563	76	314	Hs_ps1-2	E
ENSP00000328563	150	314	Hs_ps1-2	H
ENSP00000328563	88	314	Hs_ps1-2	L
ENSP00000278198	104	640	Hs_ps1-2	E
ENSP00000278198	124	640	Hs_ps1-2	H
ENSP00000278198	412	640	Hs_ps1-2	L
None_protein256938	13	63	Hs_igen	E
None_protein256938	10	63	Hs_igen	H
None_protein256938	40	63	Hs_igen	L
ENSP00000310491	54	439	Hs_ps1-2	E
ENSP00000310491	156	439	Hs_ps1-2	H
ENSP00000310491	229	439	Hs_ps1-2	L
None_protein1122226	28	139	Hs_igen	E
None_protein1122226	14	139	Hs_igen	H
None_protein1122226	97	139	Hs_igen	L
ENSP00000279101	7	478	Hs_ps1-2	E
ENSP00000279101	103	478	Hs_ps1-2	H
ENSP00000279101	368	478	Hs_ps1-2	L
Hs_rnd_gnm10_893868	25	95	Hs_rand	E
Hs_rnd_gnm10_893868	18	95	Hs_rand	H
Hs_rnd_gnm10_893868	52	95	Hs_rand	L
None_protein412101	27	70	Hs_igen	E
None_protein412101	17	70	Hs_igen	H
None_protein412101	26	70	Hs_igen	L
Hs_rnd_gnm2_157317	4	57	Hs_rand	E
Hs_rnd_gnm2_157317	32	57	Hs_rand	H
Hs_rnd_gnm2_157317	21	57	Hs_rand	L
None_protein302191	10	51	Hs_igen	E
None_protein302191	22	51	Hs_igen	H
None_protein302191	19	51	Hs_igen	L
None_protein679832	17	65	Hs_igen	E
None_protein679832	36	65	Hs_igen	H
None_protein679832	12	65	Hs_igen	L
ENSP00000305107	128	665	Hs_ps1-2	E
ENSP00000305107	233	665	Hs_ps1-2	H
ENSP00000305107	304	665	Hs_ps1-2	L
None_protein160846	21	45	Hs_igen	E
None_protein160846	0	45	Hs_igen	H
None_protein160846	24	45	Hs_igen	L
ENSP00000367102	39	563	Hs_ps1-2	E
ENSP00000367102	337	563	Hs_ps1-2	H
ENSP00000367102	187	563	Hs_ps1-2	L
Hs_rnd_gnm6_460138	29	89	Hs_rand	E
Hs_rnd_gnm6_460138	16	89	Hs_rand	H
Hs_rnd_gnm6_460138	44	89	Hs_rand	L
None_protein564442	6	44	Hs_igen	E
None_protein564442	13	44	Hs_igen	H
None_protein564442	25	44	Hs_igen	L
ENSP00000356399	76	1231	Hs_ps1-2	E
ENSP00000356399	0	1231	Hs_ps1-2	H
ENSP00000356399	1155	1231	Hs_ps1-2	L
None_protein487495	13	46	Hs_igen	E
None_protein487495	13	46	Hs_igen	H
None_protein487495	20	46	Hs_igen	L
None_protein717445	2	94	Hs_igen	E
None_protein717445	78	94	Hs_igen	H
None_protein717445	14	94	Hs_igen	L
ENSP00000436975	45	608	Hs_ps1-2	E
ENSP00000436975	173	608	Hs_ps1-2	H
ENSP00000436975	390	608	Hs_ps1-2	L
None_protein850957	23	84	Hs_igen	E
None_protein850957	18	84	Hs_igen	H
None_protein850957	43	84	Hs_igen	L
None_protein834526	75	236	Hs_igen	E
None_protein834526	14	236	Hs_igen	H
None_protein834526	147	236	Hs_igen	L
Hs_rnd_gnm1_826253	27	67	Hs_rand	E
Hs_rnd_gnm1_826253	3	67	Hs_rand	H
Hs_rnd_gnm1_826253	37	67	Hs_rand	L
ENSP00000358207	6	334	Hs_ps1-2	E
ENSP00000358207	32	334	Hs_ps1-2	H
ENSP00000358207	296	334	Hs_ps1-2	L
Hs_rnd_gnm2_856327	0	40	Hs_rand	E
Hs_rnd_gnm2_856327	11	40	Hs_rand	H
Hs_rnd_gnm2_856327	29	40	Hs_rand	L
ENSP00000344218	25	155	Hs_ps20-21	E
ENSP00000344218	27	155	Hs_ps20-21	H
ENSP00000344218	103	155	Hs_ps20-21	L
vdp2013_S4_859	25	50	Hs_ps31	E
vdp2013_S4_859	11	50	Hs_ps31	H
vdp2013_S4_859	14	50	Hs_ps31	L
vdp2013_S4_679	0	56	Hs_ps31	E
vdp2013_S4_679	35	56	Hs_ps31	H
vdp2013_S4_679	21	56	Hs_ps31	L
vdp2013_S4_676	6	40	Hs_ps31	E
vdp2013_S4_676	0	40	Hs_ps31	H
vdp2013_S4_676	34	40	Hs_ps31	L
vdp2013_S4_853	7	41	Hs_ps31	E
vdp2013_S4_853	15	41	Hs_ps31	H
vdp2013_S4_853	19	41	Hs_ps31	L
vdp2013_S4_850	7	59	Hs_ps31	E
vdp2013_S4_850	13	59	Hs_ps31	H
