protein	number_letter	pfam_domain	domain_length	group	letter
ENSP00000468720	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000468720	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468720	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000468720	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	15	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	7	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	8	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000326967	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326967	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000326967	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000330838	10	PF00096.25	21	Hs_ps1-2	H
ENSP00000330838	11	PF00096.25	21	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000330838	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000330838	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000330838	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	5	PF00096.25	21	Hs_ps1-2	E
ENSP00000244576	0	PF00096.25	21	Hs_ps1-2	H
ENSP00000244576	16	PF00096.25	21	Hs_ps1-2	L
ENSP00000244576	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	3	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	3	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	3	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000244576	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000244576	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000244576	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000301310	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301310	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000301310	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	14	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	8	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000377080	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000377080	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000377080	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	5	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	4	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	3	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	0	PF00096.25	19	Hs_ps1-2	E
ENSP00000251269	3	PF00096.25	19	Hs_ps1-2	H
ENSP00000251269	16	PF00096.25	19	Hs_ps1-2	L
ENSP00000251269	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000251269	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000251269	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000251269	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000461413	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000461413	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000461413	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	15	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	7	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000324064	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000324064	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000324064	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000379458	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000379458	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000379458	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000304769	14	PF00096.25	20	Hs_ps1-2	H
ENSP00000304769	6	PF00096.25	20	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000304769	5	PF00096.25	20	Hs_ps1-2	H
ENSP00000304769	15	PF00096.25	20	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000304769	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000304769	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000304769	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000304769	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000304769	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000304769	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000304769	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000304769	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000304769	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000304769	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000304769	10	PF00096.25	21	Hs_ps1-2	H
ENSP00000304769	11	PF00096.25	21	Hs_ps1-2	L
ENSP00000304769	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000304769	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000304769	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	5	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	4	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	5	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	3	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	5	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000385163	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000385163	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000385163	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	19	Hs_ps1-2	E
ENSP00000353491	5	PF00096.25	19	Hs_ps1-2	H
ENSP00000353491	14	PF00096.25	19	Hs_ps1-2	L
ENSP00000353491	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000353491	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000353491	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000353491	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000332433	13	PF00096.25	21	Hs_ps1-2	H
ENSP00000332433	8	PF00096.25	21	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000332433	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000332433	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000332433	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000332433	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000332433	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000332433	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000332433	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000332433	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000332433	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000332433	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000332433	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000332433	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000332433	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000332433	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000332433	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000415070	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000415070	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000415070	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000415070	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000415070	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000415070	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000415070	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000415070	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000415070	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000415070	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000415070	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000415070	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000415070	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000415070	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000415070	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000415070	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000415070	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000415070	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000415070	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000415070	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000415070	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000337320	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000337320	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000337320	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	3	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	17	PF00096.25	22	Hs_ps1-2	L
