protein	age	num_domains	total_domain_length	protein_length
Hs_rnd_gnm6_524894	Hs_rand	0	0	70
Hs_JP201901_220	Hs_ps31	0	0	41
None_protein1222576	Hs_igen	0	0	74
Hs_rnd_gnm6_751539	Hs_rand	0	0	65
ENSP00000263665	Hs_ps1-2	24	844	1028
Hs_rnd_gnm3_549639	Hs_rand	0	0	55
Hs_rnd_gnm2_1103799	Hs_rand	0	0	118
Hs_rnd_gnm8_602647	Hs_rand	0	0	85
Hs_JP201901_223	Hs_ps31	0	0	48
Hs_rnd_gnm3_967980	Hs_rand	0	0	73
None_protein464261	Hs_igen	0	0	105
ENSP00000216200	Hs_ps1-2	5	64	110
Hs_rnd_gnm5_276752	Hs_rand	0	0	41
ENSP00000354691	Hs_ps1-2	12	577	977
Hs_JP201901_164	Hs_ps20-21	0	0	108
Hs_JP201901_165	Hs_ps31	0	0	82
Hs_JP201901_167	Hs_ps31	0	0	95
Hs_JP201901_160	Hs_ps31	0	0	42
Hs_JP201901_161	Hs_ps31	0	0	47
None_protein76488	Hs_igen	0	0	63
Hs_rnd_gnm10_499406	Hs_rand	0	0	48
Hs_rnd_gnm1_772418	Hs_rand	0	0	56
Hs_JP201901_168	Hs_ps31	0	0	49
None_protein1253905	Hs_igen	0	0	48
Hs_rnd_gnm7_261767	Hs_rand	0	0	54
ENSP00000263598	Hs_ps13-17	1	137	176
ENSP00000334611	Hs_ps1-2	2	330	421
None_protein999097	Hs_igen	0	0	60
ENSP00000416249	Hs_ps13-17	1	110	117
ENSP00000445831	Hs_ps1-2	2	90	134
Hs_rnd_gnm6_825169	Hs_rand	0	0	58
None_protein667589	Hs_igen	0	0	50
ENSP00000349041	Hs_ps1-2	6	88	114
Raj_Hs_1412	Hs_ps31	0	0	66
ENSP00000364758	Hs_ps1-2	5	560	1137
Raj_Hs_1419	Hs_ps31	0	0	144
Hs_rnd_gnm10_948524	Hs_rand	0	0	41
vdp2013_S4_444	Hs_ps31	0	0	98
vdp2013_S4_447	Hs_ps31	0	0	44
vdp2013_S4_446	Hs_ps31	0	0	61
ENSP00000315017	Hs_ps1-2	1	182	325
vdp2013_S4_116	Hs_ps31	0	0	54
vdp2013_S4_115	Hs_ps31	0	0	65
ENSP00000409667	Hs_ps1-2	3	740	1612
vdp2013_S4_118	Hs_ps31	0	0	65
vdp2013_S4_449	Hs_ps31	0	0	126
ENSP00000341030	Hs_ps20-21	1	81	226
ENSP00000350848	Hs_ps13-17	1	96	282
None_protein544921	Hs_igen	0	0	62
ENSP00000387075	Hs_ps1-2	1	308	505
None_protein212572	Hs_igen	0	0	46
ENSP00000370883	Hs_ps1-2	2	73	1267
ENSP00000357315	Hs_ps1-2	1	45	2241
ENSP00000370889	Hs_ps1-2	3	309	801
ENSP00000267102	Hs_ps1-2	2	406	489
None_protein1102752	Hs_igen	0	0	94
Hs_rnd_gnm5_477107	Hs_rand	0	0	50
Hs_rnd_gnm9_246587	Hs_rand	0	0	56
None_protein547471	Hs_igen	0	0	110
vdp2013_S4_1170	Hs_ps31	0	0	41
vdp2013_S4_1172	Hs_ps31	0	0	46
ENSP00000367318	Hs_ps1-2	2	188	391
vdp2013_S4_1177	Hs_ps31	0	0	57
vdp2013_S4_1176	Hs_ps31	0	0	41
None_protein491820	Hs_igen	0	0	64
None_protein418742	Hs_igen	0	0	56
ENSP00000332756	Hs_ps1-2	5	831	1132
None_protein1119946	Hs_igen	0	0	80
None_protein1040656	Hs_igen	0	0	46
ENSP00000410818	Hs_ps1-2	1	262	306
None_protein666186	Hs_igen	0	0	48
None_protein1199396	Hs_igen	0	0	101
ENSP00000330442	Hs_ps1-2	3	812	1458
None_protein777867	Hs_igen	0	0	45
None_protein331533	Hs_igen	0	0	49
ENSP00000253693	Hs_ps1-2	4	509	813
None_protein1070519	Hs_igen	0	0	66
ENSP00000412326	Hs_ps1-2	1	55	813
Hs_rnd_gnm8_1000054	Hs_rand	0	0	54
ENSP00000356992	Hs_ps1-2	1	148	1101
ENSP00000353165	Hs_ps1-2	2	180	243
ENSP00000301215	Hs_ps1-2	7	110	670
Hs_rnd_gnm6_274302	Hs_rand	0	0	45
None_protein735553	Hs_igen	0	0	90
ENSP00000251691	Hs_ps1-2	2	226	2177
ENSP00000297283	Hs_ps1-2	2	181	253
Hs_rnd_gnm4_816669	Hs_rand	0	0	65
Hs_rnd_gnm7_709820	Hs_rand	0	0	42
Hs_rnd_gnm4_910869	Hs_rand	0	0	141
Hs_rnd_gnm5_70947	Hs_rand	0	0	51
Hs_rnd_gnm4_598455	Hs_rand	0	0	55
ENSP00000361512	Hs_ps1-2	3	279	318
Hs_JP201901_162	Hs_ps31	0	0	43
None_protein104462	Hs_igen	0	0	57
ENSP00000472530	Hs_ps1-2	3	277	626
ENSP00000461830	Hs_ps1-2	0	0	198
None_protein39181	Hs_igen	0	0	89
None_protein1070772	Hs_igen	0	0	61
Raj_Hs_690	Hs_ps31	0	0	77
ENSP00000376765	Hs_ps1-2	2	199	628
ENSP00000480053	Hs_ps13-17	1	72	184
ENSP00000480059	Hs_ps20-21	0	0	95
ENSP00000339529	Hs_ps1-2	3	241	1024
ENSP00000244576	Hs_ps1-2	15	203	358
None_protein682347	Hs_igen	0	0	45
None_protein647420	Hs_igen	0	0	78
None_protein243009	Hs_igen	0	0	44
None_protein217679	Hs_igen	0	0	47
ENSP00000369146	Hs_ps20-21	1	60	61
ENSP00000439467	Hs_ps1-2	2	187	344
ENSP00000294489	Hs_ps13-17	1	160	238
ENSP00000410024	Hs_ps31	0	0	82
ENSP00000307134	Hs_ps1-2	4	154	1225
ENSP00000355649	Hs_ps20-21	0	0	63
Hs_rnd_gnm4_767090	Hs_rand	0	0	51
Hs_rnd_gnm7_403415	Hs_rand	0	0	45
ENSP00000378418	Hs_ps1-2	4	70	484
ENSP00000232508	Hs_ps1-2	1	137	222
None_protein466633	Hs_igen	0	0	108
Hs_rnd_gnm6_1053478	Hs_rand	0	0	187
ENSP00000331470	Hs_ps1-2	1	54	339
Hs_rnd_gnm4_217794	Hs_rand	0	0	127
ENSP00000472821	Hs_ps1-2	4	235	585
None_protein544735	Hs_igen	0	0	49
ENSP00000312702	Hs_ps20-21	1	30	69
Raj_Hs_2574	Hs_ps31	0	0	41
Hs_rnd_gnm5_588505	Hs_rand	0	0	45
Raj_Hs_2576	Hs_ps31	0	0	67
Hs_rnd_gnm1_21829	Hs_rand	0	0	52
Raj_Hs_2572	Hs_ps31	0	0	50
ENSP00000343331	Hs_ps1-2	1	295	481
ENSP00000355421	Hs_ps13-17	1	109	116
ENSP00000354778	Hs_ps1-2	9	640	1331
Hs_rnd_gnm8_1146580	Hs_rand	0	0	51
Hs_rnd_gnm1_965806	Hs_rand	0	0	55
None_protein877590	Hs_igen	0	0	51
Hs_rnd_gnm8_401309	Hs_rand	0	0	106
Raj_Hs_2689	Hs_ps31	0	0	123
Raj_Hs_2685	Hs_ps31	0	0	98
Raj_Hs_2683	Hs_ps31	0	0	42
None_protein162424	Hs_igen	0	0	66
ENSP00000401498	Hs_ps13-17	1	92	98
None_protein1005447	Hs_igen	0	0	40
ENSP00000490517	Hs_ps13-17	0	0	325
ENSP00000490048	Hs_ps20-21	0	0	107
Hs_rnd_gnm10_686911	Hs_rand	0	0	41
None_protein1205053	Hs_igen	0	0	91
ENSP00000396937	Hs_ps1-2	1	102	378
None_protein6575	Hs_igen	0	0	77
ENSP00000263431	Hs_ps1-2	6	485	697
vdp2013_S4_921	Hs_ps31	0	0	53
ENSP00000263125	Hs_ps1-2	5	394	706
ENSP00000263126	Hs_ps1-2	1	281	323
ENSP00000454437	Hs_ps13-17	3	108	177
Hs_rnd_gnm2_1149827	Hs_rand	0	0	160
ENSP00000311957	Hs_ps13-17	1	41	137
Hs_rnd_gnm9_991780	Hs_rand	0	0	73
None_protein546278	Hs_igen	0	0	54
None_protein1267956	Hs_igen	0	0	45
Hs_rnd_gnm7_450127	Hs_rand	0	0	66
ENSP00000334808	Hs_ps1-2	3	699	823
None_protein737382	Hs_igen	0	0	45
ENSP00000362445	Hs_ps13-17	1	41	59
Hs_rnd_gnm2_64678	Hs_rand	0	0	46
Hs_rnd_gnm4_494668	Hs_rand	0	0	63
ENSP00000264908	Hs_ps1-2	4	258	323
Hs_rnd_gnm7_1248801	Hs_rand	0	0	48
Hs_rnd_gnm9_175209	Hs_rand	0	0	46
ENSP00000421985	Hs_ps1-2	3	532	1166
ENSP00000406949	Hs_ps20-21	0	0	294
ENSP00000421981	Hs_ps1-2	1	218	311
Hs_rnd_gnm9_819662	Hs_rand	0	0	82
ENSP00000298223	Hs_ps1-2	1	175	255
Hs_rnd_gnm3_1222077	Hs_rand	0	0	56
Raj_Hs_1080	Hs_ps31	0	0	46
Hs_rnd_gnm4_1085656	Hs_rand	0	0	46
vdp2013_S4_306	Hs_ps31	0	0	41
Hs_rnd_gnm6_70049	Hs_rand	0	0	65
vdp2013_S4_876	Hs_ps20-21	0	0	44
vdp2013_S4_877	Hs_ps31	0	0	51
vdp2013_S4_870	Hs_ps31	0	0	40
vdp2013_S4_872	Hs_ps31	0	0	44
vdp2013_S4_650	Hs_ps13-17	0	0	106
ENSP00000351856	Hs_ps1-2	13	202	542
vdp2013_S4_652	Hs_ps31	0	0	52
vdp2013_S4_653	Hs_ps31	0	0	107
vdp2013_S4_654	Hs_ps31	0	0	43
Hs_rnd_gnm1_650919	Hs_rand	0	0	93
ENSP00000321997	Hs_ps1-2	1	55	914
vdp2013_S4_657	Hs_ps31	0	0	45
ENSP00000412150	Hs_ps13-17	1	205	440
Hs_rnd_gnm10_576320	Hs_rand	0	0	86
ENSP00000276570	Hs_ps1-2	1	61	199
ENSP00000403397	Hs_ps1-2	13	336	632
None_protein1073989	Hs_igen	0	0	57
ENSP00000295057	Hs_ps1-2	6	259	522
ENSP00000252590	Hs_ps13-17	1	439	442
ENSP00000483770	Hs_ps1-2	3	201	376
None_protein395209	Hs_igen	0	0	80
ENSP00000489511	Hs_ps20-21	0	0	101
None_protein484837	Hs_igen	0	0	65
ENSP00000363313	Hs_ps1-2	7	245	522
ENSP00000279873	Hs_ps1-2	1	85	1188
ENSP00000364475	Hs_ps1-2	1	185	338
ENSP00000341963	Hs_ps13-17	0	0	617
Hs_rnd_gnm2_869632	Hs_rand	0	0	44
None_protein1258752	Hs_igen	0	0	84
None_protein551696	Hs_igen	0	0	50
ENSP00000377280	Hs_ps1-2	2	210	319
vdp2013_S4_111	Hs_ps31	0	0	70
Raj_Hs_837	Hs_ps31	0	0	43
Raj_Hs_520	Hs_ps31	0	0	41
Hs_JP201901_441	Hs_ps31	0	0	263
vdp2013_S4_110	Hs_ps31	0	0	64
Raj_Hs_297	Hs_ps31	0	0	62
ENSP00000361446	Hs_ps1-2	5	1260	1390
Hs_JP201901_445	Hs_ps1-2	0	0	164
ENSP00000383398	Hs_ps20-21	0	0	88
vdp2013_S4_441	Hs_ps31	0	0	40
Hs_JP201901_448	Hs_ps31	0	0	44
vdp2013_S4_440	Hs_ps31	0	0	60
ENSP00000486540	Hs_ps1-2	2	263	331
vdp2013_S4_443	Hs_ps20-21	0	0	47
Hs_rnd_gnm4_427551	Hs_rand	0	0	49
ENSP00000364781	Hs_ps1-2	4	659	1191
vdp2013_S4_114	Hs_ps31	0	0	66
Hs_rnd_gnm2_267634	Hs_rand	0	0	48
ENSP00000384616	Hs_ps1-2	1	353	560
None_protein229333	Hs_igen	0	0	81
ENSP00000379042	Hs_ps1-2	1	395	468
ENSP00000469037	Hs_ps1-2	1	159	260
ENSP00000475146	Hs_ps13-17	1	167	174
ENSP00000357103	Hs_ps13-17	0	0	338
Raj_Hs_742	Hs_ps31	0	0	80
Hs_rnd_gnm7_223604	Hs_rand	0	0	46
Hs_rnd_gnm9_512401	Hs_rand	0	0	51
ENSP00000319846	Hs_ps20-21	2	70	97
ENSP00000274030	Hs_ps1-2	1	309	1073
ENSP00000488643	Hs_ps13-17	1	64	78
None_protein375570	Hs_igen	0	0	66
Hs_rnd_gnm4_1273625	Hs_rand	0	0	60
None_protein281091	Hs_igen	0	0	51
None_protein550256	Hs_igen	4	136	165
ENSP00000325638	Hs_ps20-21	0	0	103
ENSP00000325634	Hs_ps1-2	0	0	485
Hs_rnd_gnm2_80430	Hs_rand	0	0	57
vdp2013_S4_841	Hs_ps31	0	0	40
None_protein1122840	Hs_igen	0	0	41
ENSP00000457524	Hs_ps20-21	1	30	45
Hs_rnd_gnm3_1272072	Hs_rand	0	0	44
ENSP00000274963	Hs_ps1-2	4	417	655
vdp2013_S4_660	Hs_ps31	0	0	68
ENSP00000261778	Hs_ps1-2	2	143	1094
None_protein919867	Hs_igen	0	0	51
ENSP00000435171	Hs_ps13-17	1	41	146
ENSP00000468785	Hs_ps1-2	4	199	655
ENSP00000360157	Hs_ps1-2	1	84	478
ENSP00000360154	Hs_ps1-2	3	517	901
ENSP00000362946	Hs_ps1-2	4	161	215
Hs_rnd_gnm9_381784	Hs_rand	0	0	66
ENSP00000316114	Hs_ps1-2	1	128	293
ENSP00000263956	Hs_ps1-2	3	89	886
None_protein148754	Hs_igen	0	0	54
ENSP00000319590	Hs_ps13-17	1	267	295
ENSP00000319591	Hs_ps1-2	5	466	655
None_protein647891	Hs_igen	0	0	124
Hs_rnd_gnm5_1309547	Hs_rand	0	0	61
ENSP00000318646	Hs_ps1-2	1	123	130
Hs_rnd_gnm8_1114928	Hs_rand	0	0	106
ENSP00000286049	Hs_ps20-21	1	104	111
ENSP00000398211	Hs_ps1-2	5	176	1320
None_protein973268	Hs_igen	0	0	115
None_protein973260	Hs_igen	0	0	46
Raj_Hs_2965	Hs_ps31	0	0	51
Raj_Hs_2746	Hs_ps31	0	0	98
Raj_Hs_2963	Hs_ps31	0	0	55
Hs_rnd_gnm8_80829	Hs_rand	0	0	41
Raj_Hs_2219	Hs_ps31	0	0	56
Raj_Hs_2748	Hs_ps31	0	0	45
ENSP00000355361	Hs_ps13-17	2	282	323
None_protein459560	Hs_igen	0	0	127
Hs_rnd_gnm1_340909	Hs_rand	0	0	81
ENSP00000382610	Hs_ps1-2	11	563	992
ENSP00000269389	Hs_ps20-21	0	0	248
Hs_rnd_gnm3_664001	Hs_rand	0	0	42
ENSP00000484945	Hs_ps20-21	0	0	140
None_protein747970	Hs_igen	0	0	99
Hs_JP201901_208	Hs_ps31	0	0	64
Hs_JP201901_200	Hs_ps1-2	0	0	87
Hs_JP201901_202	Hs_ps31	0	0	42
ENSP00000217939	Hs_ps1-2	38	1096	2828
Hs_JP201901_204	Hs_ps31	0	0	96
Hs_rnd_gnm8_1018474	Hs_rand	0	0	76
ENSP00000329991	Hs_ps13-17	1	154	200
Hs_rnd_gnm7_1111020	Hs_rand	0	0	47
Hs_rnd_gnm3_1203059	Hs_rand	0	0	61
Hs_rnd_gnm2_807537	Hs_rand	0	0	55
ENSP00000433433	Hs_ps1-2	1	167	1249
None_protein8862	Hs_igen	0	0	40
ENSP00000234590	Hs_ps1-2	3	418	434
Hs_rnd_gnm3_732360	Hs_rand	0	0	43
Hs_JP201901_149	Hs_ps31	0	0	151
Hs_JP201901_146	Hs_ps1-2	0	0	236
Hs_JP201901_147	Hs_ps31	0	0	270
None_protein436155	Hs_igen	0	0	44
Hs_JP201901_142	Hs_ps13-17	0	0	63
Hs_JP201901_143	Hs_ps31	0	0	62
ENSP00000291971	Hs_ps1-2	5	305	1048
None_protein1224821	Hs_igen	0	0	174
None_protein205591	Hs_igen	0	0	138
None_protein817518	Hs_igen	0	0	52
Hs_rnd_gnm6_101665	Hs_rand	0	0	45
Hs_rnd_gnm10_943089	Hs_rand	0	0	57
Hs_rnd_gnm3_674384	Hs_rand	0	0	88
ENSP00000371846	Hs_ps1-2	2	109	565
None_protein3558	Hs_igen	0	0	52
None_protein1168354	Hs_igen	0	0	57
Hs_rnd_gnm7_603634	Hs_rand	0	0	86
ENSP00000299340	Hs_ps13-17	1	146	154
ENSP00000328487	Hs_ps1-2	1	117	849
ENSP00000310515	Hs_ps31	1	48	51
vdp2013_S4_466	Hs_ps20-21	0	0	55
None_protein648981	Hs_igen	0	0	96
vdp2013_S4_464	Hs_ps31	0	0	62
vdp2013_S4_461	Hs_ps31	0	0	89
Hs_rnd_gnm9_736864	Hs_rand	0	0	54
ENSP00000381703	Hs_ps20-21	1	28	82
ENSP00000298966	Hs_ps31	1	54	59
ENSP00000256953	Hs_ps1-2	4	164	199
ENSP00000256958	Hs_ps1-2	3	592	691
Raj_Hs_191	Hs_ps31	0	0	54
Raj_Hs_195	Hs_ps31	0	0	63
Raj_Hs_196	Hs_ps31	0	0	63
ENSP00000357669	Hs_ps1-2	4	794	1061
ENSP00000478273	Hs_ps1-2	2	341	569
ENSP00000362784	Hs_ps1-2	2	269	320
Hs_rnd_gnm8_685623	Hs_rand	0	0	42
ENSP00000359423	Hs_ps1-2	2	441	603
Hs_rnd_gnm9_1126923	Hs_rand	0	0	127
ENSP00000257570	Hs_ps1-2	3	253	514
ENSP00000257572	Hs_ps13-17	1	90	91
Hs_rnd_gnm10_1105007	Hs_rand	0	0	42
vdp2013_S4_791	Hs_ps31	0	0	43
vdp2013_S4_790	Hs_ps31	0	0	87
ENSP00000321853	Hs_ps1-2	1	350	491
vdp2013_S4_795	Hs_ps31	0	0	43
vdp2013_S4_794	Hs_ps31	0	0	75
vdp2013_S4_797	Hs_ps31	0	0	118
vdp2013_S4_796	Hs_ps31	0	0	52
Hs_rnd_gnm4_1178781	Hs_rand	0	0	88
None_protein740668	Hs_igen	0	0	46
Hs_rnd_gnm7_486245	Hs_rand	0	0	40
None_protein1254620	Hs_igen	0	0	49
ENSP00000337854	Hs_ps1-2	1	142	585
Raj_Hs_998	Hs_ps31	0	0	52
vdp2013_S4_1119	Hs_ps31	0	0	43
ENSP00000277541	Hs_ps1-2	82	1421	2555
Raj_Hs_992	Hs_ps31	0	0	128
vdp2013_S4_1110	Hs_ps31	0	0	51
vdp2013_S4_1117	Hs_ps31	0	0	55
vdp2013_S4_1116	Hs_ps31	0	0	54
vdp2013_S4_1114	Hs_ps31	0	0	62
None_protein1263047	Hs_igen	1	54	174
ENSP00000281171	Hs_ps1-2	4	390	1216
Hs_rnd_gnm10_567321	Hs_rand	0	0	77
Hs_rnd_gnm3_901971	Hs_rand	0	0	42
Hs_rnd_gnm9_286835	Hs_rand	0	0	48
ENSP00000332772	Hs_ps1-2	1	137	280
Hs_rnd_gnm10_25352	Hs_rand	0	0	55
ENSP00000314348	Hs_ps1-2	4	345	875
ENSP00000341013	Hs_ps13-17	1	188	209
ENSP00000220751	Hs_ps1-2	3	348	540
Hs_rnd_gnm7_907973	Hs_rand	0	0	49
None_protein513792	Hs_igen	0	0	84
Hs_rnd_gnm1_543070	Hs_rand	0	0	94
Hs_rnd_gnm6_1167168	Hs_rand	0	0	102
ENSP00000444896	Hs_ps13-17	2	741	1160
Hs_rnd_gnm10_130372	Hs_rand	0	0	71
None_protein150224	Hs_igen	0	0	83
Hs_rnd_gnm3_14384	Hs_rand	0	0	49
Hs_JP201901_425	Hs_ps31	0	0	70
ENSP00000350716	Hs_ps13-17	0	0	212
ENSP00000215794	Hs_ps1-2	2	312	372
ENSP00000357844	Hs_ps1-2	2	402	515
None_protein652345	Hs_igen	0	0	43
ENSP00000477815	Hs_ps13-17	1	122	296
ENSP00000342162	Hs_ps13-17	1	175	291
ENSP00000390475	Hs_ps1-2	3	328	660
ENSP00000489255	Hs_ps1-2	0	0	3432
ENSP00000441178	Hs_ps1-2	2	168	1498
None_protein974486	Hs_igen	0	0	40
ENSP00000488257	Hs_ps1-2	3	290	407
None_protein1070792	Hs_igen	0	0	68
ENSP00000379383	Hs_ps13-17	1	900	1142
Hs_rnd_gnm6_251469	Hs_rand	0	0	54
None_protein1262189	Hs_igen	0	0	110
ENSP00000333919	Hs_ps13-17	1	79	289
None_protein1210767	Hs_igen	0	0	75
Hs_rnd_gnm7_980806	Hs_rand	0	0	79
None_protein389317	Hs_igen	0	0	52
ENSP00000361927	Hs_ps1-2	4	232	449
ENSP00000319476	Hs_ps13-17	1	111	199
ENSP00000371542	Hs_ps1-2	5	324	1277
Hs_JP201901_437	Hs_ps20-21	0	0	145
ENSP00000240333	Hs_ps1-2	3	295	359
Hs_JP201901_434	Hs_ps31	0	0	165
ENSP00000308606	Hs_ps1-2	1	81	166
Hs_rnd_gnm4_1275343	Hs_rand	0	0	90
Raj_Hs_531	Hs_ps31	0	0	63
ENSP00000476141	Hs_ps31	1	60	61
None_protein1022450	Hs_igen	0	0	45
ENSP00000355994	Hs_ps1-2	3	201	292
ENSP00000355627	Hs_ps1-2	1	370	485
ENSP00000306607	Hs_ps1-2	3	275	309
ENSP00000378160	Hs_ps1-2	1	95	117
Hs_rnd_gnm9_1202932	Hs_rand	0	0	81
ENSP00000369335	Hs_ps1-2	6	341	1094
ENSP00000364257	Hs_ps1-2	1	106	142
ENSP00000375656	Hs_ps13-17	1	40	233
ENSP00000369332	Hs_ps1-2	2	283	1030
ENSP00000264228	Hs_ps1-2	1	119	318
ENSP00000301149	Hs_ps1-2	2	312	349
Hs_rnd_gnm9_887064	Hs_rand	0	0	62
ENSP00000485957	Hs_ps13-17	1	74	144
ENSP00000348132	Hs_ps1-2	3	260	1019
None_protein304550	Hs_igen	0	0	100
Hs_JP201901_283	Hs_ps31	0	0	41
Hs_rnd_gnm3_298269	Hs_rand	0	0	70
Hs_rnd_gnm2_1164725	Hs_rand	0	0	96
None_protein55906	Hs_igen	0	0	81
None_protein90779	Hs_igen	0	0	80
ENSP00000476369	Hs_ps1-2	5	154	454
None_protein983607	Hs_igen	0	0	42
None_protein899458	Hs_igen	0	0	88
ENSP00000354718	Hs_ps1-2	3	308	2817
ENSP00000322191	Hs_ps13-17	1	29	72
None_protein531177	Hs_igen	0	0	40
ENSP00000247020	Hs_ps1-2	1	93	211
None_protein210380	Hs_igen	0	0	44
Hs_rnd_gnm8_435018	Hs_rand	0	0	75
ENSP00000219746	Hs_ps1-2	2	71	576
ENSP00000490028	Hs_ps13-17	0	0	103
ENSP00000419565	Hs_ps1-2	1	56	659
None_protein329331	Hs_igen	0	0	50
Hs_rnd_gnm5_992290	Hs_rand	0	0	92
None_protein261661	Hs_igen	0	0	78
ENSP00000373715	Hs_ps1-2	2	193	420
ENSP00000337448	Hs_ps1-2	1	325	358
Hs_rnd_gnm9_841466	Hs_rand	0	0	96
ENSP00000419692	Hs_ps1-2	3	355	462
ENSP00000334866	Hs_ps20-21	2	136	137
None_protein518475	Hs_igen	0	0	62
ENSP00000296694	Hs_ps13-17	1	46	93
Hs_rnd_gnm4_448763	Hs_rand	0	0	166
Hs_rnd_gnm4_474059	Hs_rand	0	0	47
Hs_rnd_gnm4_360170	Hs_rand	0	0	58
Hs_rnd_gnm8_814804	Hs_rand	0	0	54
ENSP00000463058	Hs_ps1-2	2	79	174
ENSP00000466577	Hs_ps13-17	1	29	158
None_protein800140	Hs_igen	0	0	52
None_protein769564	Hs_igen	0	0	108
vdp2013_S4_320	Hs_ps13-17	0	0	96
vdp2013_S4_321	Hs_ps31	0	0	40
vdp2013_S4_630	Hs_ps31	0	0	135
None_protein1184054	Hs_igen	0	0	243
vdp2013_S4_637	Hs_ps31	0	0	109
vdp2013_S4_634	Hs_ps31	0	0	83
vdp2013_S4_328	Hs_ps31	0	0	41
ENSP00000345079	Hs_ps1-2	2	111	193
vdp2013_S4_638	Hs_ps31	0	0	54
vdp2013_S4_639	Hs_ps31	0	0	47
Hs_rnd_gnm5_1233375	Hs_rand	0	0	40
Hs_rnd_gnm1_554363	Hs_rand	0	0	50
Hs_rnd_gnm5_284865	Hs_rand	0	0	56
ENSP00000323645	Hs_ps1-2	2	463	583
Hs_rnd_gnm5_1144523	Hs_rand	0	0	48
ENSP00000272643	Hs_ps1-2	8	391	1608
Hs_rnd_gnm2_105639	Hs_rand	0	0	41
ENSP00000372445	Hs_ps1-2	2	267	478
ENSP00000368152	Hs_ps1-2	1	151	266
Hs_rnd_gnm3_619608	Hs_rand	0	0	83
ENSP00000336799	Hs_ps1-2	2	338	451
ENSP00000443647	Hs_ps13-17	1	323	371
None_protein42858	Hs_igen	0	0	98
ENSP00000364412	Hs_ps1-2	2	191	310
None_protein741432	Hs_igen	0	0	56
Hs_rnd_gnm7_941293	Hs_rand	0	0	69
None_protein1097955	Hs_igen	0	0	45
Raj_Hs_509	Hs_ps31	0	0	126
Hs_JP201901_468	Hs_ps31	0	0	67
Hs_rnd_gnm7_486186	Hs_rand	0	0	93
Hs_JP201901_465	Hs_ps31	0	0	66
Raj_Hs_1609	Hs_ps31	0	0	43
Hs_JP201901_461	Hs_ps31	0	0	63
Raj_Hs_506	Hs_ps31	0	0	55
Raj_Hs_505	Hs_ps31	0	0	59
None_protein1161320	Hs_igen	0	0	93
None_protein687895	Hs_igen	0	0	60
ENSP00000357714	Hs_ps13-17	1	37	112
None_protein964137	Hs_igen	0	0	159
ENSP00000345785	Hs_ps1-2	3	428	591
None_protein327370	Hs_igen	0	0	69
ENSP00000370968	Hs_ps1-2	1	764	1332
ENSP00000363193	Hs_ps1-2	3	727	2177
None_protein151890	Hs_igen	0	0	43
Hs_rnd_gnm7_1056597	Hs_rand	0	0	129
Hs_rnd_gnm2_402763	Hs_rand	0	0	45
ENSP00000243189	Hs_ps13-17	1	289	290
Hs_rnd_gnm7_1060631	Hs_rand	0	0	193
ENSP00000313752	Hs_ps1-2	0	0	119
Raj_Hs_766	Hs_ps31	0	0	52
Raj_Hs_761	Hs_ps31	0	0	47
Raj_Hs_760	Hs_ps31	0	0	44
ENSP00000357123	Hs_ps13-17	2	236	407
ENSP00000357122	Hs_ps13-17	2	237	492
ENSP00000383044	Hs_ps1-2	4	517	1125
ENSP00000428331	Hs_ps20-21	0	0	94
None_protein683758	Hs_igen	0	0	54
ENSP00000254436	Hs_ps1-2	10	245	475
None_protein1160746	Hs_igen	0	0	42
None_protein1231429	Hs_igen	0	0	48
ENSP00000338796	Hs_ps13-17	1	37	223
ENSP00000473871	Hs_ps20-21	0	0	110
Hs_rnd_gnm1_282805	Hs_rand	0	0	40
ENSP00000332549	Hs_ps1-2	5	1188	1464
Hs_rnd_gnm4_768743	Hs_rand	0	0	61
None_protein592070	Hs_igen	0	0	55
ENSP00000485031	Hs_ps20-21	1	29	61
ENSP00000338573	Hs_ps1-2	2	61	582
None_protein146851	Hs_igen	0	0	148
ENSP00000492310	Hs_ps20-21	1	62	125
None_protein512655	Hs_igen	0	0	52
ENSP00000490233	Hs_ps13-17	0	0	108
Hs_rnd_gnm8_1187985	Hs_rand	0	0	72
ENSP00000261712	Hs_ps1-2	1	98	422
Hs_rnd_gnm6_294954	Hs_rand	0	0	48
Hs_rnd_gnm5_1266476	Hs_rand	0	0	78
ENSP00000414068	Hs_ps1-2	2	180	359
None_protein204438	Hs_igen	0	0	78
Hs_JP201901_359	Hs_ps31	0	0	53
ENSP00000316130	Hs_ps13-17	1	53	404
ENSP00000242257	Hs_ps1-2	1	184	246
Hs_rnd_gnm10_971738	Hs_rand	0	0	45
ENSP00000356529	Hs_ps1-2	1	114	202
Hs_rnd_gnm3_64419	Hs_rand	0	0	91
vdp2013_S4_984	Hs_ps31	0	0	76
Hs_rnd_gnm9_806694	Hs_rand	0	0	43
vdp2013_S4_985	Hs_ps31	0	0	47
None_protein1190374	Hs_igen	0	0	55
Hs_rnd_gnm9_930102	Hs_rand	0	0	40
None_protein657072	Hs_igen	0	0	45
ENSP00000275767	Hs_ps13-17	1	179	185
ENSP00000477443	Hs_ps1-2	1	63	238
Hs_rnd_gnm7_40439	Hs_rand	0	0	43
None_protein436841	Hs_igen	0	0	134
Hs_rnd_gnm1_1241377	Hs_rand	0	0	116
ENSP00000489939	Hs_ps13-17	0	0	152
