protein	number_letter	stretch_num	length	group	letter
Hs_rnd_gnm9_512401	7	1	51	Hs_rand	H
Hs_rnd_gnm9_512401	34	1	51	Hs_rand	L
ENSP00000319846	27	1	97	Hs_ps20-21	E
ENSP00000319846	15	1	97	Hs_ps20-21	H
ENSP00000319846	55	1	97	Hs_ps20-21	L
ENSP00000274030	81	1	350	Hs_ps1-2	E
ENSP00000274030	78	1	350	Hs_ps1-2	H
ENSP00000274030	191	1	350	Hs_ps1-2	L
ENSP00000274030	3	2	25	Hs_ps1-2	E
ENSP00000274030	0	2	25	Hs_ps1-2	H
ENSP00000274030	22	2	25	Hs_ps1-2	L
ENSP00000488643	8	1	78	Hs_ps13-17	E
ENSP00000488643	59	1	78	Hs_ps13-17	H
ENSP00000488643	11	1	78	Hs_ps13-17	L
None_protein375570	21	1	66	Hs_igen	E
None_protein375570	23	1	66	Hs_igen	H
None_protein375570	22	1	66	Hs_igen	L
None_protein683758	22	1	54	Hs_igen	E
None_protein683758	14	1	54	Hs_igen	H
None_protein683758	18	1	54	Hs_igen	L
None_protein550256	0	1	165	Hs_igen	E
None_protein550256	0	1	165	Hs_igen	H
None_protein550256	165	1	165	Hs_igen	L
ENSP00000325638	17	1	103	Hs_ps20-21	E
ENSP00000325638	20	1	103	Hs_ps20-21	H
ENSP00000325638	66	1	103	Hs_ps20-21	L
ENSP00000325634	0	1	27	Hs_ps1-2	E
ENSP00000325634	7	1	27	Hs_ps1-2	H
ENSP00000325634	20	1	27	Hs_ps1-2	L
ENSP00000325634	12	2	421	Hs_ps1-2	E
ENSP00000325634	134	2	421	Hs_ps1-2	H
ENSP00000325634	275	2	421	Hs_ps1-2	L
Hs_rnd_gnm2_80430	21	1	57	Hs_rand	E
Hs_rnd_gnm2_80430	7	1	57	Hs_rand	H
Hs_rnd_gnm2_80430	29	1	57	Hs_rand	L
vdp2013_S4_841	4	1	40	Hs_ps31	E
vdp2013_S4_841	21	1	40	Hs_ps31	H
vdp2013_S4_841	15	1	40	Hs_ps31	L
None_protein1122840	20	1	41	Hs_igen	E
None_protein1122840	0	1	41	Hs_igen	H
None_protein1122840	21	1	41	Hs_igen	L
ENSP00000457524	11	1	45	Hs_ps20-21	E
ENSP00000457524	9	1	45	Hs_ps20-21	H
ENSP00000457524	25	1	45	Hs_ps20-21	L
Hs_rnd_gnm3_1272072	14	1	44	Hs_rand	E
Hs_rnd_gnm3_1272072	0	1	44	Hs_rand	H
Hs_rnd_gnm3_1272072	30	1	44	Hs_rand	L
ENSP00000274963	53	1	331	Hs_ps1-2	E
ENSP00000274963	199	1	331	Hs_ps1-2	H
ENSP00000274963	79	1	331	Hs_ps1-2	L
ENSP00000274963	4	2	53	Hs_ps1-2	E
ENSP00000274963	15	2	53	Hs_ps1-2	H
ENSP00000274963	34	2	53	Hs_ps1-2	L
ENSP00000274963	31	3	109	Hs_ps1-2	E
ENSP00000274963	21	3	109	Hs_ps1-2	H
ENSP00000274963	57	3	109	Hs_ps1-2	L
vdp2013_S4_660	10	1	68	Hs_ps31	E
vdp2013_S4_660	15	1	68	Hs_ps31	H
vdp2013_S4_660	43	1	68	Hs_ps31	L
ENSP00000261778	0	1	155	Hs_ps1-2	E
ENSP00000261778	86	1	155	Hs_ps1-2	H
ENSP00000261778	69	1	155	Hs_ps1-2	L
ENSP00000261778	15	2	905	Hs_ps1-2	E
ENSP00000261778	599	2	905	Hs_ps1-2	H
ENSP00000261778	291	2	905	Hs_ps1-2	L
None_protein919867	15	1	51	Hs_igen	E
None_protein919867	0	1	51	Hs_igen	H
None_protein919867	36	1	51	Hs_igen	L
ENSP00000435171	13	1	53	Hs_ps13-17	E
ENSP00000435171	30	1	53	Hs_ps13-17	H
ENSP00000435171	10	1	53	Hs_ps13-17	L
ENSP00000435171	0	2	17	Hs_ps13-17	E
ENSP00000435171	14	2	17	Hs_ps13-17	H
ENSP00000435171	3	2	17	Hs_ps13-17	L
ENSP00000468785	12	1	655	Hs_ps1-2	E
ENSP00000468785	8	1	655	Hs_ps1-2	H
ENSP00000468785	635	1	655	Hs_ps1-2	L
ENSP00000360157	7	1	335	Hs_ps1-2	E
ENSP00000360157	27	1	335	Hs_ps1-2	H
ENSP00000360157	301	1	335	Hs_ps1-2	L
ENSP00000360154	145	1	901	Hs_ps1-2	E
ENSP00000360154	288	1	901	Hs_ps1-2	H
ENSP00000360154	468	1	901	Hs_ps1-2	L
ENSP00000362946	48	1	215	Hs_ps1-2	E
ENSP00000362946	63	1	215	Hs_ps1-2	H
ENSP00000362946	104	1	215	Hs_ps1-2	L
Hs_rnd_gnm9_381784	18	1	66	Hs_rand	E
Hs_rnd_gnm9_381784	16	1	66	Hs_rand	H
Hs_rnd_gnm9_381784	32	1	66	Hs_rand	L
ENSP00000316114	0	1	96	Hs_ps1-2	E
ENSP00000316114	86	1	96	Hs_ps1-2	H
ENSP00000316114	10	1	96	Hs_ps1-2	L
ENSP00000316114	48	2	133	Hs_ps1-2	E
ENSP00000316114	0	2	133	Hs_ps1-2	H
ENSP00000316114	85	2	133	Hs_ps1-2	L
ENSP00000263956	0	1	886	Hs_ps1-2	E
ENSP00000263956	720	1	886	Hs_ps1-2	H
ENSP00000263956	166	1	886	Hs_ps1-2	L
None_protein148754	16	1	54	Hs_igen	E
None_protein148754	0	1	54	Hs_igen	H
None_protein148754	38	1	54	Hs_igen	L
ENSP00000319590	0	1	41	Hs_ps13-17	E
ENSP00000319590	25	1	41	Hs_ps13-17	H
ENSP00000319590	16	1	41	Hs_ps13-17	L
ENSP00000319591	48	1	655	Hs_ps1-2	E
ENSP00000319591	270	1	655	Hs_ps1-2	H
ENSP00000319591	337	1	655	Hs_ps1-2	L
None_protein647891	26	1	124	Hs_igen	E
None_protein647891	16	1	124	Hs_igen	H
None_protein647891	82	1	124	Hs_igen	L
Hs_rnd_gnm5_1309547	13	1	61	Hs_rand	E
Hs_rnd_gnm5_1309547	14	1	61	Hs_rand	H
Hs_rnd_gnm5_1309547	34	1	61	Hs_rand	L
ENSP00000318646	43	1	130	Hs_ps1-2	E
ENSP00000318646	35	1	130	Hs_ps1-2	H
ENSP00000318646	52	1	130	Hs_ps1-2	L
Hs_rnd_gnm8_1114928	40	1	106	Hs_rand	E
Hs_rnd_gnm8_1114928	0	1	106	Hs_rand	H
Hs_rnd_gnm8_1114928	66	1	106	Hs_rand	L
ENSP00000286049	2	1	111	Hs_ps20-21	E
ENSP00000286049	0	1	111	Hs_ps20-21	H
ENSP00000286049	109	1	111	Hs_ps20-21	L
ENSP00000398211	0	1	1320	Hs_ps1-2	E
ENSP00000398211	1046	1	1320	Hs_ps1-2	H
ENSP00000398211	274	1	1320	Hs_ps1-2	L
None_protein973268	33	1	115	Hs_igen	E
None_protein973268	27	1	115	Hs_igen	H
None_protein973268	55	1	115	Hs_igen	L
None_protein973260	0	1	46	Hs_igen	E
None_protein973260	29	1	46	Hs_igen	H
None_protein973260	17	1	46	Hs_igen	L
Raj_Hs_2965	0	1	51	Hs_ps31	E
Raj_Hs_2965	18	1	51	Hs_ps31	H
Raj_Hs_2965	33	1	51	Hs_ps31	L
Raj_Hs_2746	20	1	98	Hs_ps31	E
Raj_Hs_2746	19	1	98	Hs_ps31	H
Raj_Hs_2746	59	1	98	Hs_ps31	L
None_protein459568	23	1	54	Hs_igen	E
None_protein459568	5	1	54	Hs_igen	H
None_protein459568	26	1	54	Hs_igen	L
Raj_Hs_2744	2	1	75	Hs_ps31	E
Raj_Hs_2744	16	1	75	Hs_ps31	H
Raj_Hs_2744	57	1	75	Hs_ps31	L
Raj_Hs_2219	8	1	23	Hs_ps31	E
Raj_Hs_2219	0	1	23	Hs_ps31	H
Raj_Hs_2219	15	1	23	Hs_ps31	L
Raj_Hs_2748	2	1	45	Hs_ps31	E
Raj_Hs_2748	14	1	45	Hs_ps31	H
Raj_Hs_2748	29	1	45	Hs_ps31	L
ENSP00000355361	118	1	323	Hs_ps13-17	E
ENSP00000355361	103	1	323	Hs_ps13-17	H
ENSP00000355361	102	1	323	Hs_ps13-17	L
None_protein459560	27	1	127	Hs_igen	E
None_protein459560	48	1	127	Hs_igen	H
None_protein459560	52	1	127	Hs_igen	L
Hs_rnd_gnm1_340909	17	1	81	Hs_rand	E
Hs_rnd_gnm1_340909	39	1	81	Hs_rand	H
Hs_rnd_gnm1_340909	25	1	81	Hs_rand	L
ENSP00000382610	0	1	939	Hs_ps1-2	E
ENSP00000382610	713	1	939	Hs_ps1-2	H
ENSP00000382610	226	1	939	Hs_ps1-2	L
ENSP00000382610	0	2	12	Hs_ps1-2	E
ENSP00000382610	10	2	12	Hs_ps1-2	H
ENSP00000382610	2	2	12	Hs_ps1-2	L
ENSP00000269389	57	1	248	Hs_ps20-21	E
ENSP00000269389	29	1	248	Hs_ps20-21	H
ENSP00000269389	162	1	248	Hs_ps20-21	L
Hs_rnd_gnm3_664001	12	1	42	Hs_rand	E
Hs_rnd_gnm3_664001	11	1	42	Hs_rand	H
Hs_rnd_gnm3_664001	19	1	42	Hs_rand	L
ENSP00000484945	17	1	140	Hs_ps20-21	E
ENSP00000484945	39	1	140	Hs_ps20-21	H
ENSP00000484945	84	1	140	Hs_ps20-21	L
Hs_JP201901_209	3	1	8	Hs_ps31	E
Hs_JP201901_209	0	1	8	Hs_ps31	H
Hs_JP201901_209	5	1	8	Hs_ps31	L
Hs_JP201901_209	9	2	36	Hs_ps31	E
Hs_JP201901_209	0	2	36	Hs_ps31	H
Hs_JP201901_209	27	2	36	Hs_ps31	L
Hs_JP201901_208	28	1	64	Hs_ps31	E
Hs_JP201901_208	5	1	64	Hs_ps31	H
Hs_JP201901_208	31	1	64	Hs_ps31	L
Hs_JP201901_200	21	1	87	Hs_ps1-2	E
Hs_JP201901_200	12	1	87	Hs_ps1-2	H
Hs_JP201901_200	54	1	87	Hs_ps1-2	L
Hs_JP201901_202	3	1	42	Hs_ps31	E
Hs_JP201901_202	0	1	42	Hs_ps31	H
Hs_JP201901_202	39	1	42	Hs_ps31	L
ENSP00000217939	21	1	233	Hs_ps1-2	E
ENSP00000217939	96	1	233	Hs_ps1-2	H
ENSP00000217939	116	1	233	Hs_ps1-2	L
ENSP00000217939	179	2	379	Hs_ps1-2	E
ENSP00000217939	0	2	379	Hs_ps1-2	H
ENSP00000217939	200	2	379	Hs_ps1-2	L
ENSP00000217939	7	3	7	Hs_ps1-2	E
ENSP00000217939	0	3	7	Hs_ps1-2	H
ENSP00000217939	0	3	7	Hs_ps1-2	L
ENSP00000217939	11	4	30	Hs_ps1-2	E
ENSP00000217939	0	4	30	Hs_ps1-2	H
ENSP00000217939	19	4	30	Hs_ps1-2	L
ENSP00000217939	4	5	4	Hs_ps1-2	E
ENSP00000217939	0	5	4	Hs_ps1-2	H
ENSP00000217939	0	5	4	Hs_ps1-2	L
ENSP00000217939	4	6	4	Hs_ps1-2	E
ENSP00000217939	0	6	4	Hs_ps1-2	H
ENSP00000217939	0	6	4	Hs_ps1-2	L
ENSP00000217939	5	7	15	Hs_ps1-2	E
ENSP00000217939	0	7	15	Hs_ps1-2	H
ENSP00000217939	10	7	15	Hs_ps1-2	L
ENSP00000217939	8	8	57	Hs_ps1-2	E
ENSP00000217939	0	8	57	Hs_ps1-2	H
ENSP00000217939	49	8	57	Hs_ps1-2	L
ENSP00000217939	2	9	2	Hs_ps1-2	E
ENSP00000217939	0	9	2	Hs_ps1-2	H
ENSP00000217939	0	9	2	Hs_ps1-2	L
ENSP00000217939	5	10	12	Hs_ps1-2	E
ENSP00000217939	0	10	12	Hs_ps1-2	H
ENSP00000217939	7	10	12	Hs_ps1-2	L
ENSP00000217939	3	11	3	Hs_ps1-2	E
ENSP00000217939	0	11	3	Hs_ps1-2	H
ENSP00000217939	0	11	3	Hs_ps1-2	L
ENSP00000217939	7	12	18	Hs_ps1-2	E
ENSP00000217939	0	12	18	Hs_ps1-2	H
ENSP00000217939	11	12	18	Hs_ps1-2	L
ENSP00000217939	515	13	1100	Hs_ps1-2	E
ENSP00000217939	0	13	1100	Hs_ps1-2	H
ENSP00000217939	585	13	1100	Hs_ps1-2	L
Hs_JP201901_204	0	1	96	Hs_ps31	E
Hs_JP201901_204	34	1	96	Hs_ps31	H
Hs_JP201901_204	62	1	96	Hs_ps31	L
ENSP00000361207	0	1	9	Hs_ps1-2	E
ENSP00000361207	8	1	9	Hs_ps1-2	H
ENSP00000361207	1	1	9	Hs_ps1-2	L
ENSP00000361207	0	2	229	Hs_ps1-2	E
ENSP00000361207	192	2	229	Hs_ps1-2	H
ENSP00000361207	37	2	229	Hs_ps1-2	L
ENSP00000329991	3	1	200	Hs_ps13-17	E
ENSP00000329991	114	1	200	Hs_ps13-17	H
ENSP00000329991	83	1	200	Hs_ps13-17	L
Hs_rnd_gnm2_69394	23	1	55	Hs_rand	E
Hs_rnd_gnm2_69394	7	1	55	Hs_rand	H
Hs_rnd_gnm2_69394	25	1	55	Hs_rand	L
Hs_rnd_gnm3_1203059	15	1	61	Hs_rand	E
Hs_rnd_gnm3_1203059	10	1	61	Hs_rand	H
Hs_rnd_gnm3_1203059	36	1	61	Hs_rand	L
None_protein998211	20	1	44	Hs_igen	E
None_protein998211	5	1	44	Hs_igen	H
None_protein998211	19	1	44	Hs_igen	L
ENSP00000433433	17	1	230	Hs_ps1-2	E
ENSP00000433433	109	1	230	Hs_ps1-2	H
ENSP00000433433	104	1	230	Hs_ps1-2	L
None_protein8862	0	1	40	Hs_igen	E
None_protein8862	29	1	40	Hs_igen	H
None_protein8862	11	1	40	Hs_igen	L
ENSP00000234590	73	1	434	Hs_ps1-2	E
ENSP00000234590	189	1	434	Hs_ps1-2	H
ENSP00000234590	172	1	434	Hs_ps1-2	L
ENSP00000327599	30	1	293	Hs_ps1-2	E
ENSP00000327599	138	1	293	Hs_ps1-2	H
ENSP00000327599	125	1	293	Hs_ps1-2	L
Hs_JP201901_149	2	1	73	Hs_ps31	E
Hs_JP201901_149	17	1	73	Hs_ps31	H
Hs_JP201901_149	54	1	73	Hs_ps31	L
Hs_JP201901_146	10	1	129	Hs_ps1-2	E
Hs_JP201901_146	28	1	129	Hs_ps1-2	H
Hs_JP201901_146	91	1	129	Hs_ps1-2	L
Hs_JP201901_146	12	2	76	Hs_ps1-2	E
Hs_JP201901_146	10	2	76	Hs_ps1-2	H
Hs_JP201901_146	54	2	76	Hs_ps1-2	L
Hs_JP201901_147	0	1	28	Hs_ps31	E
Hs_JP201901_147	20	1	28	Hs_ps31	H
Hs_JP201901_147	8	1	28	Hs_ps31	L
Hs_JP201901_147	0	2	7	Hs_ps31	E
Hs_JP201901_147	7	2	7	Hs_ps31	H
Hs_JP201901_147	0	2	7	Hs_ps31	L
Hs_JP201901_147	0	3	169	Hs_ps31	E
Hs_JP201901_147	77	3	169	Hs_ps31	H
Hs_JP201901_147	92	3	169	Hs_ps31	L
Hs_JP201901_144	10	1	75	Hs_ps31	E
Hs_JP201901_144	24	1	75	Hs_ps31	H
Hs_JP201901_144	41	1	75	Hs_ps31	L
Hs_JP201901_142	8	1	63	Hs_ps13-17	E
Hs_JP201901_142	4	1	63	Hs_ps13-17	H
Hs_JP201901_142	51	1	63	Hs_ps13-17	L
Hs_JP201901_143	10	1	62	Hs_ps31	E
Hs_JP201901_143	27	1	62	Hs_ps31	H
Hs_JP201901_143	25	1	62	Hs_ps31	L
ENSP00000291971	53	1	619	Hs_ps1-2	E
ENSP00000291971	332	1	619	Hs_ps1-2	H
ENSP00000291971	234	1	619	Hs_ps1-2	L
ENSP00000291971	46	2	361	Hs_ps1-2	E
ENSP00000291971	166	2	361	Hs_ps1-2	H
ENSP00000291971	149	2	361	Hs_ps1-2	L
None_protein1224821	11	1	73	Hs_igen	E
None_protein1224821	13	1	73	Hs_igen	H
None_protein1224821	49	1	73	Hs_igen	L
None_protein205591	3	1	27	Hs_igen	E
None_protein205591	11	1	27	Hs_igen	H
None_protein205591	13	1	27	Hs_igen	L
None_protein205591	2	2	25	Hs_igen	E
None_protein205591	3	2	25	Hs_igen	H
None_protein205591	20	2	25	Hs_igen	L
None_protein205591	6	3	13	Hs_igen	E
None_protein205591	0	3	13	Hs_igen	H
None_protein205591	7	3	13	Hs_igen	L
None_protein817518	15	1	52	Hs_igen	E
None_protein817518	22	1	52	Hs_igen	H
None_protein817518	15	1	52	Hs_igen	L
ENSP00000359052	72	1	143	Hs_ps1-2	E
ENSP00000359052	4	1	143	Hs_ps1-2	H
ENSP00000359052	67	1	143	Hs_ps1-2	L
ENSP00000359052	11	2	58	Hs_ps1-2	E
ENSP00000359052	11	2	58	Hs_ps1-2	H
ENSP00000359052	36	2	58	Hs_ps1-2	L
Hs_rnd_gnm10_943089	26	1	57	Hs_rand	E
Hs_rnd_gnm10_943089	0	1	57	Hs_rand	H
Hs_rnd_gnm10_943089	31	1	57	Hs_rand	L
Hs_rnd_gnm3_674384	4	1	88	Hs_rand	E
Hs_rnd_gnm3_674384	44	1	88	Hs_rand	H
Hs_rnd_gnm3_674384	40	1	88	Hs_rand	L
ENSP00000371846	3	1	3	Hs_ps1-2	E
ENSP00000371846	0	1	3	Hs_ps1-2	H
ENSP00000371846	0	1	3	Hs_ps1-2	L
ENSP00000371846	8	2	64	Hs_ps1-2	E
ENSP00000371846	20	2	64	Hs_ps1-2	H
ENSP00000371846	36	2	64	Hs_ps1-2	L
ENSP00000371846	4	3	116	Hs_ps1-2	E
ENSP00000371846	53	3	116	Hs_ps1-2	H
ENSP00000371846	59	3	116	Hs_ps1-2	L
None_protein1168354	31	1	57	Hs_igen	E
None_protein1168354	0	1	57	Hs_igen	H
None_protein1168354	26	1	57	Hs_igen	L
Hs_rnd_gnm7_603634	39	1	86	Hs_rand	E
Hs_rnd_gnm7_603634	3	1	86	Hs_rand	H
Hs_rnd_gnm7_603634	44	1	86	Hs_rand	L
ENSP00000299340	36	1	154	Hs_ps13-17	E
ENSP00000299340	19	1	154	Hs_ps13-17	H
ENSP00000299340	99	1	154	Hs_ps13-17	L
ENSP00000328487	0	1	18	Hs_ps1-2	E
ENSP00000328487	10	1	18	Hs_ps1-2	H
ENSP00000328487	8	1	18	Hs_ps1-2	L
ENSP00000328487	3	2	135	Hs_ps1-2	E
ENSP00000328487	97	2	135	Hs_ps1-2	H
ENSP00000328487	35	2	135	Hs_ps1-2	L
ENSP00000328487	3	3	24	Hs_ps1-2	E
ENSP00000328487	5	3	24	Hs_ps1-2	H
ENSP00000328487	16	3	24	Hs_ps1-2	L
ENSP00000328487	24	4	535	Hs_ps1-2	E
ENSP00000328487	328	4	535	Hs_ps1-2	H
ENSP00000328487	183	4	535	Hs_ps1-2	L
vdp2013_S4_467	9	1	49	Hs_ps31	E
vdp2013_S4_467	0	1	49	Hs_ps31	H
vdp2013_S4_467	40	1	49	Hs_ps31	L
ENSP00000370718	46	1	211	Hs_ps1-2	E
ENSP00000370718	81	1	211	Hs_ps1-2	H
ENSP00000370718	84	1	211	Hs_ps1-2	L
ENSP00000370718	30	2	360	Hs_ps1-2	E
ENSP00000370718	200	2	360	Hs_ps1-2	H
ENSP00000370718	130	2	360	Hs_ps1-2	L
None_protein648981	12	1	59	Hs_igen	E
None_protein648981	16	1	59	Hs_igen	H
None_protein648981	31	1	59	Hs_igen	L
vdp2013_S4_464	3	1	62	Hs_ps31	E
vdp2013_S4_464	39	1	62	Hs_ps31	H
vdp2013_S4_464	20	1	62	Hs_ps31	L
vdp2013_S4_461	11	1	89	Hs_ps31	E
vdp2013_S4_461	10	1	89	Hs_ps31	H
vdp2013_S4_461	68	1	89	Hs_ps31	L
vdp2013_S4_460	20	1	73	Hs_ps31	E
vdp2013_S4_460	12	1	73	Hs_ps31	H
vdp2013_S4_460	41	1	73	Hs_ps31	L
vdp2013_S4_460	2	2	17	Hs_ps31	E
vdp2013_S4_460	4	2	17	Hs_ps31	H
vdp2013_S4_460	11	2	17	Hs_ps31	L
ENSP00000381703	35	1	82	Hs_ps20-21	E
ENSP00000381703	6	1	82	Hs_ps20-21	H
ENSP00000381703	41	1	82	Hs_ps20-21	L
ENSP00000298966	19	1	59	Hs_ps31	E
ENSP00000298966	19	1	59	Hs_ps31	H
ENSP00000298966	21	1	59	Hs_ps31	L
ENSP00000256953	48	1	199	Hs_ps1-2	E
ENSP00000256953	50	1	199	Hs_ps1-2	H
ENSP00000256953	101	1	199	Hs_ps1-2	L
ENSP00000256958	13	1	441	Hs_ps1-2	E
ENSP00000256958	277	1	441	Hs_ps1-2	H
ENSP00000256958	151	1	441	Hs_ps1-2	L
ENSP00000256958	29	2	212	Hs_ps1-2	E
ENSP00000256958	66	2	212	Hs_ps1-2	H
ENSP00000256958	117	2	212	Hs_ps1-2	L
None_protein1008405	29	1	57	Hs_igen	E
None_protein1008405	5	1	57	Hs_igen	H
None_protein1008405	23	1	57	Hs_igen	L
Raj_Hs_195	8	1	63	Hs_ps31	E
Raj_Hs_195	24	1	63	Hs_ps31	H
Raj_Hs_195	31	1	63	Hs_ps31	L
Raj_Hs_196	16	1	63	Hs_ps31	E
Raj_Hs_196	0	1	63	Hs_ps31	H
Raj_Hs_196	47	1	63	Hs_ps31	L
ENSP00000357669	83	1	435	Hs_ps1-2	E
ENSP00000357669	154	1	435	Hs_ps1-2	H
ENSP00000357669	198	1	435	Hs_ps1-2	L
ENSP00000357669	110	2	592	Hs_ps1-2	E
ENSP00000357669	224	2	592	Hs_ps1-2	H
ENSP00000357669	258	2	592	Hs_ps1-2	L
ENSP00000478273	13	1	25	Hs_ps1-2	E
ENSP00000478273	0	1	25	Hs_ps1-2	H
ENSP00000478273	12	1	25	Hs_ps1-2	L
ENSP00000478273	54	2	362	Hs_ps1-2	E
ENSP00000478273	160	2	362	Hs_ps1-2	H
ENSP00000478273	148	2	362	Hs_ps1-2	L
ENSP00000478273	5	3	86	Hs_ps1-2	E
ENSP00000478273	57	3	86	Hs_ps1-2	H
ENSP00000478273	24	3	86	Hs_ps1-2	L
ENSP00000362784	32	1	320	Hs_ps1-2	E
ENSP00000362784	195	1	320	Hs_ps1-2	H
ENSP00000362784	93	1	320	Hs_ps1-2	L
Hs_rnd_gnm4_957412	12	1	48	Hs_rand	E
Hs_rnd_gnm4_957412	6	1	48	Hs_rand	H
Hs_rnd_gnm4_957412	30	1	48	Hs_rand	L
ENSP00000359423	93	1	562	Hs_ps1-2	E
ENSP00000359423	220	1	562	Hs_ps1-2	H
ENSP00000359423	249	1	562	Hs_ps1-2	L
Hs_rnd_gnm2_1265658	14	1	83	Hs_rand	E
Hs_rnd_gnm2_1265658	16	1	83	Hs_rand	H
Hs_rnd_gnm2_1265658	53	1	83	Hs_rand	L
Hs_rnd_gnm9_1126923	26	1	79	Hs_rand	E
Hs_rnd_gnm9_1126923	7	1	79	Hs_rand	H
Hs_rnd_gnm9_1126923	46	1	79	Hs_rand	L
Hs_rnd_gnm9_1126923	9	2	17	Hs_rand	E
Hs_rnd_gnm9_1126923	0	2	17	Hs_rand	H
Hs_rnd_gnm9_1126923	8	2	17	Hs_rand	L
ENSP00000257570	96	1	514	Hs_ps1-2	E
ENSP00000257570	174	1	514	Hs_ps1-2	H
ENSP00000257570	244	1	514	Hs_ps1-2	L
ENSP00000257572	0	1	91	Hs_ps13-17	E
ENSP00000257572	57	1	91	Hs_ps13-17	H
ENSP00000257572	34	1	91	Hs_ps13-17	L
Hs_rnd_gnm10_1105007	5	1	42	Hs_rand	E
Hs_rnd_gnm10_1105007	0	1	42	Hs_rand	H
Hs_rnd_gnm10_1105007	37	1	42	Hs_rand	L
vdp2013_S4_791	5	1	43	Hs_ps31	E
vdp2013_S4_791	9	1	43	Hs_ps31	H
vdp2013_S4_791	29	1	43	Hs_ps31	L
vdp2013_S4_790	6	1	87	Hs_ps31	E
vdp2013_S4_790	25	1	87	Hs_ps31	H
vdp2013_S4_790	56	1	87	Hs_ps31	L
vdp2013_S4_792	9	1	50	Hs_ps31	E
vdp2013_S4_792	30	1	50	Hs_ps31	H
vdp2013_S4_792	11	1	50	Hs_ps31	L
vdp2013_S4_795	4	1	43	Hs_ps31	E
vdp2013_S4_795	23	1	43	Hs_ps31	H
vdp2013_S4_795	16	1	43	Hs_ps31	L
vdp2013_S4_794	12	1	75	Hs_ps31	E
vdp2013_S4_794	36	1	75	Hs_ps31	H
vdp2013_S4_794	27	1	75	Hs_ps31	L
vdp2013_S4_797	14	1	118	Hs_ps31	E
vdp2013_S4_797	21	1	118	Hs_ps31	H
vdp2013_S4_797	83	1	118	Hs_ps31	L
vdp2013_S4_796	18	1	52	Hs_ps31	E
vdp2013_S4_796	4	1	52	Hs_ps31	H
vdp2013_S4_796	30	1	52	Hs_ps31	L
Hs_rnd_gnm4_1178781	11	1	88	Hs_rand	E
Hs_rnd_gnm4_1178781	27	1	88	Hs_rand	H
Hs_rnd_gnm4_1178781	50	1	88	Hs_rand	L
None_protein740668	7	1	46	Hs_igen	E
None_protein740668	27	1	46	Hs_igen	H
None_protein740668	12	1	46	Hs_igen	L
Hs_rnd_gnm7_486245	10	1	40	Hs_rand	E
Hs_rnd_gnm7_486245	20	1	40	Hs_rand	H
Hs_rnd_gnm7_486245	10	1	40	Hs_rand	L
None_protein1254620	7	1	49	Hs_igen	E
None_protein1254620	8	1	49	Hs_igen	H
None_protein1254620	34	1	49	Hs_igen	L
ENSP00000337854	34	1	244	Hs_ps1-2	E
ENSP00000337854	89	1	244	Hs_ps1-2	H
ENSP00000337854	121	1	244	Hs_ps1-2	L
ENSP00000337854	8	2	58	Hs_ps1-2	E
ENSP00000337854	37	2	58	Hs_ps1-2	H
ENSP00000337854	13	2	58	Hs_ps1-2	L
ENSP00000337854	2	3	184	Hs_ps1-2	E
ENSP00000337854	74	3	184	Hs_ps1-2	H
ENSP00000337854	108	3	184	Hs_ps1-2	L
Raj_Hs_998	8	1	52	Hs_ps31	E
Raj_Hs_998	9	1	52	Hs_ps31	H
Raj_Hs_998	35	1	52	Hs_ps31	L
vdp2013_S4_1119	17	1	43	Hs_ps31	E
vdp2013_S4_1119	0	1	43	Hs_ps31	H
vdp2013_S4_1119	26	1	43	Hs_ps31	L
vdp2013_S4_1118	2	1	68	Hs_ps31	E
vdp2013_S4_1118	29	1	68	Hs_ps31	H
vdp2013_S4_1118	37	1	68	Hs_ps31	L
None_protein92046	15	1	60	Hs_igen	E
None_protein92046	24	1	60	Hs_igen	H
None_protein92046	21	1	60	Hs_igen	L
vdp2013_S4_1110	7	1	51	Hs_ps31	E
vdp2013_S4_1110	17	1	51	Hs_ps31	H
vdp2013_S4_1110	27	1	51	Hs_ps31	L
vdp2013_S4_1117	2	1	55	Hs_ps31	E
vdp2013_S4_1117	20	1	55	Hs_ps31	H
vdp2013_S4_1117	33	1	55	Hs_ps31	L
vdp2013_S4_1116	30	1	54	Hs_ps31	E
vdp2013_S4_1116	0	1	54	Hs_ps31	H
vdp2013_S4_1116	24	1	54	Hs_ps31	L
vdp2013_S4_1114	8	1	62	Hs_ps31	E
vdp2013_S4_1114	25	1	62	Hs_ps31	H
vdp2013_S4_1114	29	1	62	Hs_ps31	L
None_protein1263047	12	1	174	Hs_igen	E
None_protein1263047	90	1	174	Hs_igen	H
None_protein1263047	72	1	174	Hs_igen	L
ENSP00000281171	160	1	402	Hs_ps1-2	E
ENSP00000281171	0	1	402	Hs_ps1-2	H
ENSP00000281171	242	1	402	Hs_ps1-2	L
ENSP00000281171	211	2	506	Hs_ps1-2	E
ENSP00000281171	19	2	506	Hs_ps1-2	H
ENSP00000281171	276	2	506	Hs_ps1-2	L
ENSP00000281171	60	3	239	Hs_ps1-2	E
ENSP00000281171	72	3	239	Hs_ps1-2	H
ENSP00000281171	107	3	239	Hs_ps1-2	L
Hs_rnd_gnm10_567321	40	1	77	Hs_rand	E
