protein	group	loop_length
Hs_rnd_gnm5_729519	whole	4
Hs_rnd_gnm6_1255556	whole	23
None_protein803742	whole	9
ENSP00000379008	whole	33
ENSP00000335382	whole	27
ENSP00000413572	whole	9
ENSP00000305924	whole	15
ENSP00000302202	whole	10
Hs_rnd_gnm7_577819	whole	13
None_protein155101	whole	14
Hs_JP201901_462	whole	28
Hs_rnd_gnm5_976782	whole	13
Raj_Hs_702	whole	11
Raj_Hs_707	whole	15
Raj_Hs_706	whole	26
None_protein123271	whole	16
None_protein202766	whole	7
None_protein378511	whole	16
Hs_rnd_gnm4_1077326	whole	12
vdp2013_S4_535	whole	4
ENSP00000317743	whole	31
vdp2013_S4_534	whole	11
Hs_rnd_gnm3_934293	whole	13
Hs_rnd_gnm2_1266572	whole	6
vdp2013_S4_247	whole	14
ENSP00000484232	whole	44
None_protein696050	whole	11
Hs_rnd_gnm4_981640	whole	12
Hs_rnd_gnm4_480170	whole	3
Hs_rnd_gnm1_1277873	whole	0
None_protein776104	whole	5
Hs_rnd_gnm5_1196619	whole	10
ENSP00000490255	whole	45
ENSP00000490703	whole	3
Hs_rnd_gnm2_807932	whole	3
None_protein437409	whole	23
ENSP00000325018	whole	51
Raj_Hs_1807	whole	8
ENSP00000263640	whole	43
ENSP00000440190	whole	503
ENSP00000336842	whole	98
Hs_rnd_gnm2_1306396	whole	13
ENSP00000426395	whole	58
ENSP00000304327	whole	19
Hs_rnd_gnm7_1189499	whole	8
ENSP00000265428	whole	225
Hs_rnd_gnm1_1080064	whole	13
None_protein721831	whole	5
ENSP00000314806	whole	152
Hs_rnd_gnm5_1124676	whole	11
None_protein987119	whole	32
None_protein404280	whole	4
ENSP00000354410	whole	56
ENSP00000377958	whole	14
None_protein1181104	whole	7
ENSP00000470728	whole	72
Raj_Hs_2923	whole	14
Raj_Hs_2920	whole	21
None_protein147755	whole	10
Hs_rnd_gnm4_900469	whole	13
Hs_rnd_gnm8_470237	whole	10
ENSP00000365063	whole	21
ENSP00000330269	whole	40
Hs_rnd_gnm10_929042	whole	12
Hs_rnd_gnm10_357632	whole	3
ENSP00000382657	whole	30
ENSP00000327732	whole	24
None_protein1242697	whole	23
Raj_Hs_1964	whole	20
vdp2013_S4_68	whole	0
ENSP00000491070	whole	27
ENSP00000470584	whole	0
ENSP00000322545	whole	73
Hs_rnd_gnm1_861128	whole	8
None_protein446124	whole	6
ENSP00000262995	whole	573
Hs_JP201901_188	whole	0
None_protein844766	whole	24
Hs_JP201901_182	whole	7
ENSP00000361180	whole	74
Hs_rnd_gnm1_512214	whole	10
ENSP00000463683	whole	34
vdp2013_S4_864	whole	3
None_protein352827	whole	5
ENSP00000334364	whole	12
Hs_rnd_gnm3_504128	whole	6
Hs_rnd_gnm8_724129	whole	8
ENSP00000262113	whole	42
Hs_rnd_gnm3_390714	whole	9
Hs_rnd_gnm9_1295283	whole	12
Hs_rnd_gnm7_902539	whole	10
ENSP00000465688	whole	63
ENSP00000358458	whole	14
ENSP00000447679	whole	0
ENSP00000288466	whole	33
ENSP00000264926	whole	60
ENSP00000357731	whole	0
ENSP00000483300	whole	82
None_protein666706	whole	11
ENSP00000372347	whole	338
Hs_rnd_gnm4_540104	whole	9
vdp2013_S4_131	whole	6
vdp2013_S4_130	whole	18
vdp2013_S4_133	whole	15
vdp2013_S4_134	whole	9
vdp2013_S4_136	whole	65
Hs_rnd_gnm7_1256025	whole	6
Hs_rnd_gnm8_276041	whole	6
None_protein736883	whole	7
None_protein42485	whole	16
ENSP00000298925	whole	250
None_protein191367	whole	29
Raj_Hs_1780	whole	5
Raj_Hs_1785	whole	4
ENSP00000256997	whole	28
ENSP00000256999	whole	38
ENSP00000245544	whole	14
Hs_rnd_gnm4_28425	whole	4
None_protein1228594	whole	2
ENSP00000383216	whole	0
Hs_rnd_gnm7_1242684	whole	3
ENSP00000321360	whole	18
ENSP00000321812	whole	30
ENSP00000171887	whole	1220
ENSP00000469945	whole	12
None_protein470591	whole	17
ENSP00000277508	whole	15
ENSP00000448476	whole	35
vdp2013_S4_1156	whole	9
vdp2013_S4_1155	whole	14
vdp2013_S4_1154	whole	8
vdp2013_S4_1153	whole	20
vdp2013_S4_1152	whole	11
vdp2013_S4_1151	whole	6
vdp2013_S4_1150	whole	4
Hs_rnd_gnm5_610084	whole	3
vdp2013_S4_1158	whole	0
None_protein89453	whole	16
ENSP00000437476	whole	19
Hs_rnd_gnm6_999305	whole	19
None_protein48739	whole	8
ENSP00000271651	whole	47
ENSP00000426632	whole	69
None_protein509595	whole	25
Hs_rnd_gnm10_332553	whole	7
ENSP00000491717	whole	53
ENSP00000042931	whole	11
Hs_rnd_gnm9_1012864	whole	7
ENSP00000365668	whole	18
Hs_rnd_gnm1_366500	whole	20
ENSP00000330460	whole	37
None_protein1233767	whole	8
ENSP00000385770	whole	101
Hs_rnd_gnm8_711320	whole	6
ENSP00000296545	whole	14
Hs_rnd_gnm8_1036874	whole	9
ENSP00000477935	whole	5
None_protein1070536	whole	24
Hs_rnd_gnm4_823219	whole	9
None_protein1021148	whole	10
None_protein1120339	whole	9
ENSP00000293525	whole	14
ENSP00000356319	whole	147
Hs_rnd_gnm7_862754	whole	14
ENSP00000330612	whole	7
Hs_rnd_gnm6_683450	whole	3
Hs_rnd_gnm8_124148	whole	9
ENSP00000477850	whole	13
ENSP00000284818	whole	16
None_protein1224258	whole	0
None_protein1137111	whole	17
ENSP00000284811	whole	15
Raj_Hs_3203	whole	0
Hs_rnd_gnm9_723397	whole	5
ENSP00000393631	whole	21
Hs_JP201901_29	whole	36
Hs_JP201901_24	whole	16
Hs_JP201901_25	whole	9
Hs_JP201901_20	whole	0
Hs_JP201901_21	whole	7
ENSP00000397133	whole	11
vdp2013_S4_1006	whole	21
ENSP00000428612	whole	11
ENSP00000319126	whole	20
ENSP00000370194	whole	19
Hs_rnd_gnm5_770324	whole	8
ENSP00000262432	whole	23
None_protein436943	whole	29
ENSP00000237201	whole	27
Hs_rnd_gnm7_880371	whole	16
ENSP00000308318	whole	50
Hs_rnd_gnm2_87513	whole	3
Hs_rnd_gnm1_453278	whole	5
None_protein1051509	whole	4
Hs_rnd_gnm7_135144	whole	13
ENSP00000375613	whole	76
ENSP00000268595	whole	7
Hs_rnd_gnm10_1305294	whole	33
ENSP00000364219	whole	18
ENSP00000371054	whole	55
None_protein1103567	whole	18
Hs_rnd_gnm9_978124	whole	13
Raj_Hs_2003	whole	0
Raj_Hs_2555	whole	12
Raj_Hs_2558	whole	40
Raj_Hs_1701	whole	12
Hs_rnd_gnm3_228869	whole	2
Raj_Hs_1202	whole	41
ENSP00000222388	whole	17
ENSP00000334287	whole	66
None_protein555906	whole	10
ENSP00000274532	whole	201
ENSP00000265857	whole	12
None_protein492721	whole	1
Hs_rnd_gnm9_621486	whole	26
Hs_rnd_gnm5_693702	whole	10
ENSP00000328563	whole	8
ENSP00000418532	whole	46
ENSP00000263102	whole	0
ENSP00000310491	whole	32
None_protein1122226	whole	27
None_protein1108173	whole	5
Hs_rnd_gnm10_893868	whole	14
None_protein412101	whole	7
Hs_rnd_gnm2_157317	whole	10
None_protein302191	whole	7
None_protein679832	whole	4
ENSP00000305107	whole	35
None_protein160846	whole	11
ENSP00000367102	whole	39
ENSP00000280357	whole	19
Hs_rnd_gnm1_849953	whole	7
ENSP00000339495	whole	18
ENSP00000366513	whole	45
None_protein717445	whole	4
ENSP00000436975	whole	39
None_protein850957	whole	8
None_protein834526	whole	36
Hs_rnd_gnm1_826253	whole	8
ENSP00000358207	whole	7
Hs_rnd_gnm2_856327	whole	0
ENSP00000344218	whole	48
ENSP00000362687	whole	119
Hs_rnd_gnm3_759043	whole	8
vdp2013_S4_676	whole	19
vdp2013_S4_853	whole	7
vdp2013_S4_850	whole	9
vdp2013_S4_675	whole	0
vdp2013_S4_672	whole	19
vdp2013_S4_673	whole	19
vdp2013_S4_854	whole	0
vdp2013_S4_671	whole	14
ENSP00000358149	whole	13
None_protein864711	whole	9
ENSP00000358142	whole	60
Hs_rnd_gnm9_1224395	whole	8
None_protein344417	whole	35
ENSP00000429399	whole	21
Hs_rnd_gnm5_378131	whole	0
ENSP00000270824	whole	62
ENSP00000356879	whole	28
ENSP00000492757	whole	48
ENSP00000242810	whole	41
ENSP00000479069	whole	259
Hs_rnd_gnm9_314019	whole	9
Hs_rnd_gnm2_445653	whole	16
Hs_JP201901_429	whole	20
ENSP00000405965	whole	15
ENSP00000360824	whole	29
Hs_rnd_gnm4_922261	whole	22
Hs_JP201901_420	whole	10
Hs_JP201901_423	whole	10
Raj_Hs_811	whole	10
Hs_JP201901_424	whole	18
Raj_Hs_813	whole	15
Hs_JP201901_426	whole	8
ENSP00000339260	whole	37
Hs_rnd_gnm9_1220493	whole	31
ENSP00000281834	whole	13
ENSP00000433967	whole	30
None_protein277631	whole	12
None_protein687835	whole	7
None_protein370651	whole	4
ENSP00000447509	whole	0
Raj_Hs_727	whole	41
Raj_Hs_728	whole	10
Baz_Hs_224	whole	20
ENSP00000370058	whole	24
ENSP00000290429	whole	17
Hs_rnd_gnm9_616086	whole	2
None_protein202034	whole	0
None_protein202039	whole	30
ENSP00000259324	whole	57
None_protein537678	whole	8
None_protein1088092	whole	6
Hs_rnd_gnm5_319398	whole	5
ENSP00000379282	whole	44
Hs_rnd_gnm9_509321	whole	21
None_protein421766	whole	17
None_protein1164369	whole	6
Hs_rnd_gnm9_727645	whole	6
ENSP00000356696	whole	486
ENSP00000312397	whole	23
Hs_rnd_gnm3_1004671	whole	10
ENSP00000343190	whole	18
ENSP00000265191	whole	9
ENSP00000312399	whole	27
ENSP00000318997	whole	14
None_protein583564	whole	17
ENSP00000325038	whole	159
Hs_rnd_gnm4_196654	whole	6
Hs_rnd_gnm7_955777	whole	8
Hs_rnd_gnm8_335098	whole	6
None_protein912674	whole	11
Hs_rnd_gnm5_1115052	whole	13
ENSP00000296370	whole	11
ENSP00000278193	whole	67
ENSP00000278198	whole	75
Hs_rnd_gnm9_238147	whole	4
ENSP00000360216	whole	52
ENSP00000379931	whole	29
ENSP00000490182	whole	443
ENSP00000490187	whole	16
None_protein428395	whole	6
Hs_rnd_gnm9_1193589	whole	13
ENSP00000368767	whole	19
ENSP00000285208	whole	12
Raj_Hs_3018	whole	15
None_protein1082692	whole	15
ENSP00000354929	whole	27
Hs_rnd_gnm1_972645	whole	13
Raj_Hs_2948	whole	14
ENSP00000020945	whole	23
ENSP00000233596	whole	7
Raj_Hs_3288	whole	31
Raj_Hs_2941	whole	6
Raj_Hs_2766	whole	0
ENSP00000275016	whole	29
Raj_Hs_1943	whole	9
ENSP00000222266	whole	9
Raj_Hs_1945	whole	12
ENSP00000455659	whole	6
Hs_JP201901_229	whole	16
Hs_JP201901_224	whole	10
ENSP00000427130	whole	57
Hs_JP201901_222	whole	9
Hs_rnd_gnm6_524894	whole	11
Hs_JP201901_220	whole	0
None_protein1222576	whole	19
Hs_rnd_gnm6_751539	whole	16
ENSP00000263665	whole	36
Hs_rnd_gnm3_549639	whole	5
Hs_rnd_gnm2_1103799	whole	7
Hs_rnd_gnm8_602647	whole	12
Hs_JP201901_223	whole	6
Hs_rnd_gnm3_967980	whole	16
None_protein464261	whole	19
ENSP00000216200	whole	9
Hs_rnd_gnm5_276752	whole	3
ENSP00000354691	whole	21
Hs_JP201901_164	whole	45
Hs_JP201901_165	whole	12
Hs_JP201901_167	whole	16
Hs_JP201901_160	whole	5
Hs_JP201901_161	whole	0
None_protein76488	whole	0
Hs_rnd_gnm10_499406	whole	20
Hs_rnd_gnm1_772418	whole	4
Hs_JP201901_168	whole	1
None_protein1253905	whole	11
Hs_rnd_gnm7_261767	whole	9
ENSP00000263598	whole	13
ENSP00000334611	whole	64
None_protein999097	whole	10
ENSP00000416249	whole	0
ENSP00000445831	whole	7
Hs_rnd_gnm6_825169	whole	30
None_protein667589	whole	8
ENSP00000349041	whole	17
Raj_Hs_1412	whole	5
ENSP00000364758	whole	106
Raj_Hs_1419	whole	15
Hs_rnd_gnm10_948524	whole	0
vdp2013_S4_444	whole	23
vdp2013_S4_447	whole	3
vdp2013_S4_446	whole	1
ENSP00000315017	whole	18
vdp2013_S4_116	whole	0
vdp2013_S4_115	whole	10
ENSP00000409667	whole	42
vdp2013_S4_118	whole	28
vdp2013_S4_449	whole	19
ENSP00000341030	whole	1
ENSP00000350848	whole	0
None_protein544921	whole	27
ENSP00000387075	whole	60
None_protein212572	whole	13
ENSP00000370883	whole	28
ENSP00000357315	whole	763
ENSP00000370889	whole	33
ENSP00000267102	whole	14
None_protein1102752	whole	5
Hs_rnd_gnm5_477107	whole	14
Hs_rnd_gnm9_246587	whole	9
None_protein547471	whole	6
vdp2013_S4_1170	whole	4
vdp2013_S4_1172	whole	4
ENSP00000367318	whole	51
vdp2013_S4_1177	whole	4
vdp2013_S4_1176	whole	10
None_protein491820	whole	6
None_protein418742	whole	5
ENSP00000332756	whole	25
None_protein1119946	whole	25
None_protein1040656	whole	6
ENSP00000410818	whole	23
None_protein666186	whole	3
None_protein1199396	whole	10
ENSP00000330442	whole	74
None_protein777867	whole	0
None_protein331533	whole	12
ENSP00000253693	whole	74
None_protein1070519	whole	10
ENSP00000412326	whole	56
Hs_rnd_gnm8_1000054	whole	7
ENSP00000356992	whole	18
ENSP00000353165	whole	9
ENSP00000301215	whole	33
Hs_rnd_gnm6_274302	whole	4
None_protein735553	whole	9
ENSP00000251691	whole	187
ENSP00000297283	whole	23
Hs_rnd_gnm4_816669	whole	5
Hs_rnd_gnm7_709820	whole	7
Hs_rnd_gnm4_910869	whole	7
Hs_rnd_gnm5_70947	whole	3
Hs_rnd_gnm4_598455	whole	4
ENSP00000361512	whole	17
Hs_JP201901_162	whole	13
None_protein104462	whole	7
ENSP00000472530	whole	27
ENSP00000461830	whole	15
None_protein39181	whole	22
None_protein1070772	whole	11
Raj_Hs_690	whole	21
ENSP00000376765	whole	71
ENSP00000480053	whole	47
ENSP00000480059	whole	16
ENSP00000339529	whole	71
ENSP00000244576	whole	22
None_protein682347	whole	6
None_protein647420	whole	14
None_protein243009	whole	16
None_protein217679	whole	12
ENSP00000369146	whole	0
ENSP00000439467	whole	66
ENSP00000294489	whole	107
ENSP00000410024	whole	0
ENSP00000307134	whole	21
ENSP00000355649	whole	7
Hs_rnd_gnm4_767090	whole	11
Hs_rnd_gnm7_403415	whole	5
ENSP00000378418	whole	63
ENSP00000232508	whole	8
None_protein466633	whole	12
Hs_rnd_gnm6_1053478	whole	21
ENSP00000331470	whole	152
Hs_rnd_gnm4_217794	whole	7
ENSP00000472821	whole	32
None_protein544735	whole	3
ENSP00000312702	whole	6
Raj_Hs_2574	whole	4
Hs_rnd_gnm5_588505	whole	4
Raj_Hs_2576	whole	17
Hs_rnd_gnm1_21829	whole	3
Raj_Hs_2572	whole	9
ENSP00000343331	whole	40
ENSP00000355421	whole	0
ENSP00000354778	whole	351
Hs_rnd_gnm8_1146580	whole	8
Hs_rnd_gnm1_965806	whole	11
None_protein877590	whole	13
Hs_rnd_gnm8_401309	whole	8
Raj_Hs_2689	whole	31
Raj_Hs_2685	whole	10
Raj_Hs_2683	whole	3
None_protein162424	whole	20
ENSP00000401498	whole	46
None_protein1005447	whole	5
ENSP00000490517	whole	46
ENSP00000490048	whole	11
Hs_rnd_gnm10_686911	whole	1
None_protein1205053	whole	27
ENSP00000396937	whole	9
None_protein6575	whole	10
ENSP00000263431	whole	179
vdp2013_S4_921	whole	6
ENSP00000263125	whole	144
ENSP00000263126	whole	25
ENSP00000454437	whole	13
Hs_rnd_gnm2_1149827	whole	42
ENSP00000311957	whole	35
Hs_rnd_gnm9_991780	whole	6
None_protein546278	whole	13
None_protein1267956	whole	8
Hs_rnd_gnm7_450127	whole	5
ENSP00000334808	whole	100
None_protein737382	whole	5
ENSP00000362445	whole	0
Hs_rnd_gnm2_64678	whole	5
Hs_rnd_gnm4_494668	whole	21
ENSP00000264908	whole	9
Hs_rnd_gnm7_1248801	whole	6
Hs_rnd_gnm9_175209	whole	3
ENSP00000421985	whole	478
ENSP00000406949	whole	0
ENSP00000421981	whole	23
Hs_rnd_gnm9_819662	whole	9
ENSP00000298223	whole	31
Hs_rnd_gnm3_1222077	whole	9
Raj_Hs_1080	whole	0
Hs_rnd_gnm4_1085656	whole	9
vdp2013_S4_306	whole	3
Hs_rnd_gnm6_70049	whole	7
vdp2013_S4_876	whole	5
vdp2013_S4_877	whole	3
vdp2013_S4_870	whole	5
vdp2013_S4_872	whole	4
vdp2013_S4_650	whole	16
ENSP00000351856	whole	20
vdp2013_S4_652	whole	24
vdp2013_S4_653	whole	11
vdp2013_S4_654	whole	6
Hs_rnd_gnm1_650919	whole	12
ENSP00000321997	whole	225
vdp2013_S4_657	whole	0
ENSP00000412150	whole	0
Hs_rnd_gnm10_576320	whole	9
ENSP00000276570	whole	72
ENSP00000403397	whole	24
None_protein1073989	whole	15
ENSP00000295057	whole	60
ENSP00000252590	whole	0
ENSP00000483770	whole	40
None_protein395209	whole	7
ENSP00000489511	whole	0
None_protein484837	whole	9
ENSP00000363313	whole	21
ENSP00000279873	whole	83
ENSP00000364475	whole	18
ENSP00000341963	whole	4
Hs_rnd_gnm2_869632	whole	24
None_protein1258752	whole	11
None_protein551696	whole	2
ENSP00000377280	whole	33
vdp2013_S4_111	whole	5
Raj_Hs_837	whole	11
Raj_Hs_520	whole	7
Hs_JP201901_441	whole	23
vdp2013_S4_110	whole	20
Raj_Hs_297	whole	11
ENSP00000361446	whole	37
Hs_JP201901_445	whole	19
ENSP00000383398	whole	8
vdp2013_S4_441	whole	9
Hs_JP201901_448	whole	6
vdp2013_S4_440	whole	37
ENSP00000486540	whole	20
vdp2013_S4_443	whole	27
Hs_rnd_gnm4_427551	whole	6
ENSP00000364781	whole	29
vdp2013_S4_114	whole	10
Hs_rnd_gnm2_267634	whole	5
ENSP00000384616	whole	17
None_protein229333	whole	11
ENSP00000379042	whole	46
ENSP00000469037	whole	21
ENSP00000475146	whole	19
ENSP00000357103	whole	28
Raj_Hs_742	whole	6
Hs_rnd_gnm7_223604	whole	7
Hs_rnd_gnm9_512401	whole	11
ENSP00000319846	whole	18
ENSP00000274030	whole	698
ENSP00000488643	whole	6
None_protein375570	whole	6
Hs_rnd_gnm4_1273625	whole	10
None_protein281091	whole	2
None_protein550256	whole	0
ENSP00000325638	whole	21
ENSP00000325634	whole	37
Hs_rnd_gnm2_80430	whole	16
vdp2013_S4_841	whole	9
None_protein1122840	whole	15
ENSP00000457524	whole	16
Hs_rnd_gnm3_1272072	whole	16
ENSP00000274963	whole	33
vdp2013_S4_660	whole	14
ENSP00000261778	whole	34
None_protein919867	whole	19
ENSP00000435171	whole	33
ENSP00000468785	whole	10
ENSP00000360157	whole	24
ENSP00000360154	whole	29
ENSP00000362946	whole	12
Hs_rnd_gnm9_381784	whole	13
ENSP00000316114	whole	64
ENSP00000263956	whole	12
None_protein148754	whole	14
ENSP00000319590	whole	0
ENSP00000319591	whole	25
None_protein647891	whole	26
Hs_rnd_gnm5_1309547	whole	14
ENSP00000318646	whole	9
Hs_rnd_gnm8_1114928	whole	24
ENSP00000286049	whole	0
ENSP00000398211	whole	8
None_protein973268	whole	11
None_protein973260	whole	1
Raj_Hs_2965	whole	2
Raj_Hs_2746	whole	14
Raj_Hs_2963	whole	11
Hs_rnd_gnm8_80829	whole	0
Raj_Hs_2219	whole	0
Raj_Hs_2748	whole	4
ENSP00000355361	whole	18
None_protein459560	whole	11
Hs_rnd_gnm1_340909	whole	7
ENSP00000382610	whole	41
ENSP00000269389	whole	17
Hs_rnd_gnm3_664001	whole	7
ENSP00000484945	whole	20
None_protein747970	whole	21
Hs_JP201901_208	whole	9
Hs_JP201901_200	whole	13
Hs_JP201901_202	whole	0
ENSP00000217939	whole	185
Hs_JP201901_204	whole	21
Hs_rnd_gnm8_1018474	whole	9
ENSP00000329991	whole	25
Hs_rnd_gnm7_1111020	whole	5
Hs_rnd_gnm3_1203059	whole	19
Hs_rnd_gnm2_807537	whole	7
ENSP00000433433	whole	25
None_protein8862	whole	0
ENSP00000234590	whole	20
Hs_rnd_gnm3_732360	whole	5
Hs_JP201901_149	whole	23
Hs_JP201901_146	whole	31
Hs_JP201901_147	whole	36
None_protein436155	whole	9
Hs_JP201901_142	whole	14
Hs_JP201901_143	whole	8
ENSP00000291971	whole	30
None_protein1224821	whole	18
None_protein205591	whole	37
None_protein817518	whole	4
Hs_rnd_gnm6_101665	whole	4
Hs_rnd_gnm10_943089	whole	11
Hs_rnd_gnm3_674384	whole	12
ENSP00000371846	whole	181
None_protein3558	whole	6
None_protein1168354	whole	8
Hs_rnd_gnm7_603634	whole	12
ENSP00000299340	whole	14
ENSP00000328487	whole	61
ENSP00000310515	whole	7
vdp2013_S4_466	whole	12
None_protein648981	whole	20
vdp2013_S4_464	whole	14
vdp2013_S4_461	whole	18
Hs_rnd_gnm9_736864	whole	3
ENSP00000381703	whole	10
ENSP00000298966	whole	2
ENSP00000256953	whole	18
ENSP00000256958	whole	38
Raj_Hs_191	whole	19
Raj_Hs_195	whole	7
Raj_Hs_196	whole	23
ENSP00000357669	whole	34
ENSP00000478273	whole	56
ENSP00000362784	whole	11
Hs_rnd_gnm8_685623	whole	8
ENSP00000359423	whole	23
Hs_rnd_gnm9_1126923	whole	31
ENSP00000257570	whole	24
ENSP00000257572	whole	9
Hs_rnd_gnm10_1105007	whole	19
vdp2013_S4_791	whole	13
vdp2013_S4_790	whole	22
ENSP00000321853	whole	62
vdp2013_S4_795	whole	7
vdp2013_S4_794	whole	9
vdp2013_S4_797	whole	15
vdp2013_S4_796	whole	6
Hs_rnd_gnm4_1178781	whole	24
None_protein740668	whole	4
Hs_rnd_gnm7_486245	whole	2
None_protein1254620	whole	14
ENSP00000337854	whole	54
Raj_Hs_998	whole	6
vdp2013_S4_1119	whole	10
ENSP00000277541	whole	157
Raj_Hs_992	whole	29
vdp2013_S4_1110	whole	11
vdp2013_S4_1117	whole	20
vdp2013_S4_1116	whole	9
vdp2013_S4_1114	whole	12
None_protein1263047	whole	15
ENSP00000281171	whole	37
Hs_rnd_gnm10_567321	whole	12
Hs_rnd_gnm3_901971	whole	8
Hs_rnd_gnm9_286835	whole	5
ENSP00000332772	whole	109
Hs_rnd_gnm10_25352	whole	10
ENSP00000314348	whole	164
ENSP00000341013	whole	0
ENSP00000220751	whole	140
Hs_rnd_gnm7_907973	whole	8
None_protein513792	whole	12
Hs_rnd_gnm1_543070	whole	6
Hs_rnd_gnm6_1167168	whole	21
ENSP00000444896	whole	0
Hs_rnd_gnm10_130372	whole	9
None_protein150224	whole	6
Hs_rnd_gnm3_14384	whole	5
Hs_JP201901_425	whole	24
ENSP00000350716	whole	0
ENSP00000215794	whole	35
ENSP00000357844	whole	32
None_protein652345	whole	0
ENSP00000477815	whole	95
ENSP00000342162	whole	92
ENSP00000390475	whole	358
ENSP00000489255	whole	219
ENSP00000441178	whole	69
None_protein974486	whole	6
ENSP00000488257	whole	17
None_protein1070792	whole	6
ENSP00000379383	whole	802
Hs_rnd_gnm6_251469	whole	14
None_protein1262189	whole	46
ENSP00000333919	whole	75
None_protein1210767	whole	25
Hs_rnd_gnm7_980806	whole	11
None_protein389317	whole	5
ENSP00000361927	whole	103
ENSP00000319476	whole	12
ENSP00000371542	whole	49
Hs_JP201901_437	whole	11
ENSP00000240333	whole	14
Hs_JP201901_434	whole	26
ENSP00000308606	whole	15
Hs_rnd_gnm4_1275343	whole	5
Raj_Hs_531	whole	15
ENSP00000476141	whole	6
None_protein1022450	whole	7
ENSP00000355994	whole	10
ENSP00000355627	whole	54
ENSP00000306607	whole	9
ENSP00000378160	whole	24
Hs_rnd_gnm9_1202932	whole	6
ENSP00000369335	whole	152
ENSP00000364257	whole	25
ENSP00000375656	whole	81
ENSP00000369332	whole	592
ENSP00000264228	whole	18
ENSP00000301149	whole	15
Hs_rnd_gnm9_887064	whole	10
ENSP00000485957	whole	0
ENSP00000348132	whole	85
None_protein304550	whole	28
Hs_JP201901_283	whole	3
Hs_rnd_gnm3_298269	whole	10
Hs_rnd_gnm2_1164725	whole	9
None_protein55906	whole	8
None_protein90779	whole	8
ENSP00000476369	whole	21
None_protein983607	whole	5
None_protein899458	whole	15
ENSP00000354718	whole	1775
ENSP00000322191	whole	10
None_protein531177	whole	12
ENSP00000247020	whole	13
None_protein210380	whole	1
Hs_rnd_gnm8_435018	whole	5
ENSP00000219746	whole	254
ENSP00000490028	whole	12
ENSP00000419565	whole	236
None_protein329331	whole	9
Hs_rnd_gnm5_992290	whole	9
None_protein261661	whole	27
ENSP00000373715	whole	166
ENSP00000337448	whole	47
Hs_rnd_gnm9_841466	whole	11
ENSP00000419692	whole	66
ENSP00000334866	whole	0
None_protein518475	whole	8
ENSP00000296694	whole	21
Hs_rnd_gnm4_448763	whole	11
Hs_rnd_gnm4_474059	whole	4
Hs_rnd_gnm4_360170	whole	9
Hs_rnd_gnm8_814804	whole	3
ENSP00000463058	whole	30
ENSP00000466577	whole	15
None_protein800140	whole	3
None_protein769564	whole	25
vdp2013_S4_320	whole	21
vdp2013_S4_321	whole	4
vdp2013_S4_630	whole	0
None_protein1184054	whole	34
vdp2013_S4_637	whole	29
vdp2013_S4_634	whole	24
vdp2013_S4_328	whole	10
ENSP00000345079	whole	71
vdp2013_S4_638	whole	8
vdp2013_S4_639	whole	3
Hs_rnd_gnm5_1233375	whole	7
Hs_rnd_gnm1_554363	whole	11
Hs_rnd_gnm5_284865	whole	4
ENSP00000323645	whole	15
Hs_rnd_gnm5_1144523	whole	4
ENSP00000272643	whole	1411
Hs_rnd_gnm2_105639	whole	11
ENSP00000372445	whole	37
ENSP00000368152	whole	36
Hs_rnd_gnm3_619608	whole	10
ENSP00000336799	whole	22
ENSP00000443647	whole	53
None_protein42858	whole	16
ENSP00000364412	whole	11
None_protein741432	whole	12
Hs_rnd_gnm7_941293	whole	8
None_protein1097955	whole	10
Raj_Hs_509	whole	18
Hs_JP201901_468	whole	15
Hs_rnd_gnm7_486186	whole	4
Hs_JP201901_465	whole	27
Raj_Hs_1609	whole	0
Hs_JP201901_461	whole	17
Raj_Hs_506	whole	14
Raj_Hs_505	whole	33
None_protein1161320	whole	8
None_protein687895	whole	12
ENSP00000357714	whole	9
None_protein964137	whole	41
ENSP00000345785	whole	98
None_protein327370	whole	0
ENSP00000370968	whole	58
ENSP00000363193	whole	51
None_protein151890	whole	0
Hs_rnd_gnm7_1056597	whole	32
Hs_rnd_gnm2_402763	whole	5
ENSP00000243189	whole	0
Hs_rnd_gnm7_1060631	whole	32
ENSP00000313752	whole	0
Raj_Hs_766	whole	0
Raj_Hs_761	whole	0
Raj_Hs_760	whole	7
ENSP00000357123	whole	130
ENSP00000357122	whole	128
ENSP00000383044	whole	123
ENSP00000428331	whole	12
None_protein683758	whole	9
ENSP00000254436	whole	27
None_protein1160746	whole	3
None_protein1231429	whole	4
ENSP00000338796	whole	129
ENSP00000473871	whole	52
Hs_rnd_gnm1_282805	whole	10
ENSP00000332549	whole	34
Hs_rnd_gnm4_768743	whole	13
None_protein592070	whole	5
ENSP00000485031	whole	9
ENSP00000338573	whole	100
None_protein146851	whole	21
ENSP00000492310	whole	17
None_protein512655	whole	13
ENSP00000490233	whole	0
Hs_rnd_gnm8_1187985	whole	10
ENSP00000261712	whole	7
Hs_rnd_gnm6_294954	whole	8
Hs_rnd_gnm5_1266476	whole	46
ENSP00000414068	whole	14
None_protein204438	whole	12
Hs_JP201901_359	whole	10
ENSP00000316130	whole	22
ENSP00000242257	whole	13
Hs_rnd_gnm10_971738	whole	11
ENSP00000356529	whole	29
Hs_rnd_gnm3_64419	whole	20
vdp2013_S4_984	whole	8
Hs_rnd_gnm9_806694	whole	11
